year,player_0,pos,college,weight_0,forty,vertical,bench,broad,threecone,shuttle,Height,round_0,pick_0,side,position_0,overall,team_1,pos_rk,grade
0.0,980.0,7.0,2.0,34.0,8.0,23.0,1.0,28.0,23.0,44.0,3.0,3.0,43.0,1.0,1.0,33,16.0,5.0,19.0
0.0,2648.0,5.0,1.0,71.0,30.0,30.0,15.0,8.0,84.0,8.0,1.0,1.0,105.0,1.0,2.0,121,18.0,19.0,57.0
0.0,3345.0,8.0,79.0,59.0,14.0,2.0,6.0,9.0,11.0,70.0,4.0,3.0,120.0,0.0,7.0,61,6.0,9.0,2.0
0.0,179.0,11.0,1.0,52.0,64.0,8.0,4.0,14.0,117.0,10.0,5.0,0.0,95.0,1.0,1.0,76,19.0,8.0,29.0
0.0,1859.0,2.0,12.0,60.0,67.0,35.0,0.0,26.0,100.0,104.0,8.0,4.0,78.0,0.0,5.0,141,23.0,6.0,18.0
0.0,2416.0,10.0,53.0,20.0,92.0,27.0,2.0,25.0,134.0,15.0,2.0,6.0,237.0,0.0,9.0,242,31.0,7.0,22.0
0.0,795.0,9.0,3.0,23.0,7.0,18.0,0.0,3.0,1.0,44.0,3.0,6.0,233.0,0.0,8.0,223,13.0,10.0,1.0
0.0,2160.0,7.0,28.0,93.0,57.0,22.0,11.0,22.0,76.0,11.0,7.0,6.0,238.0,1.0,1.0,250,29.0,25.0,55.0
0.0,2192.0,5.0,24.0,14.0,13.0,31.0,18.0,4.0,2.0,44.0,3.0,1.0,23.0,1.0,2.0,105,14.0,5.0,37.0
0.0,1270.0,7.0,7.0,43.0,1.0,29.0,7.0,15.0,21.0,21.0,6.0,2.0,133.0,1.0,1.0,9,23.0,1.0,59.0
0.0,2916.0,10.0,1.0,2.0,83.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,9.0,128,10.0,4.0,32.0
0.0,182.0,5.0,57.0,28.0,20.0,29.0,8.0,15.0,49.0,23.0,5.0,0.0,98.0,1.0,2.0,83,11.0,9.0,10.0
0.0,337.0,0.0,40.0,32.0,10.0,25.0,0.0,21.0,3.0,13.0,1.0,1.0,65.0,0.0,8.0,103,19.0,22.0,52.0
0.0,1257.0,5.0,34.0,14.0,30.0,30.0,4.0,24.0,17.0,36.0,3.0,0.0,19.0,1.0,2.0,97,19.0,20.0,60.0
0.0,1434.0,10.0,64.0,122.0,61.0,17.0,9.0,26.0,129.0,122.0,0.0,1.0,25.0,0.0,5.0,112,4.0,15.0,22.0
0.0,575.0,10.0,32.0,186.0,83.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,121.0,0.0,9.0,65,16.0,2.0,14.0
0.0,1635.0,10.0,30.0,40.0,107.0,17.0,7.0,27.0,136.0,48.0,0.0,0.0,56.0,0.0,9.0,75,5.0,2.0,8.0
0.0,2611.0,6.0,30.0,40.0,51.0,15.0,0.0,23.0,157.0,64.0,1.0,5.0,173.0,1.0,6.0,182,8.0,8.0,7.0
0.0,842.0,10.0,10.0,89.0,105.0,35.0,5.0,25.0,98.0,54.0,4.0,5.0,202.0,0.0,9.0,205,12.0,11.0,50.0
0.0,2505.0,0.0,10.0,33.0,17.0,3.0,0.0,4.0,11.0,24.0,2.0,0.0,134.0,0.0,0.0,90,17.0,5.0,49.0
0.0,3586.0,2.0,69.0,135.0,92.0,46.0,2.0,45.0,88.0,67.0,12.0,6.0,154.0,0.0,9.0,210,28.0,12.0,20.0
0.0,2811.0,8.0,50.0,128.0,79.0,9.0,9.0,13.0,2.0,41.0,8.0,4.0,34.0,0.0,7.0,166,2.0,14.0,50.0
0.0,901.0,4.0,17.0,36.0,42.0,1.0,13.0,19.0,21.0,53.0,1.0,3.0,93.0,1.0,4.0,63,10.0,5.0,6.0
0.0,1778.0,2.0,29.0,144.0,77.0,0.0,22.0,0.0,0.0,0.0,4.0,1.0,70.0,0.0,5.0,114,15.0,13.0,1.0
0.0,2561.0,2.0,43.0,15.0,51.0,27.0,1.0,25.0,58.0,66.0,8.0,4.0,81.0,0.0,9.0,162,21.0,14.0,34.0
0.0,1713.0,2.0,47.0,98.0,83.0,26.0,9.0,32.0,136.0,47.0,12.0,3.0,15.0,0.0,5.0,59,17.0,8.0,28.0
0.0,3175.0,11.0,26.0,38.0,25.0,2.0,13.0,11.0,23.0,8.0,6.0,1.0,102.0,1.0,1.0,116,9.0,17.0,38.0
0.0,2277.0,16.0,50.0,12.0,46.0,12.0,4.0,29.0,135.0,50.0,5.0,5.0,241.0,0.0,3.0,180,4.0,1.0,20.0
0.0,1001.0,0.0,139.0,35.0,11.0,10.0,0.0,2.0,0.0,0.0,3.0,5.0,191.0,0.0,0.0,175,3.0,26.0,29.0
0.0,2292.0,3.0,7.0,11.0,12.0,9.0,6.0,17.0,7.0,14.0,11.0,1.0,103.0,0.0,3.0,117,19.0,7.0,4.0
0.0,2741.0,5.0,7.0,18.0,12.0,29.0,15.0,37.0,0.0,0.0,4.0,4.0,142.0,1.0,2.0,138,8.0,6.0,14.0
0.0,3322.0,0.0,71.0,8.0,24.0,5.0,10.0,2.0,18.0,58.0,1.0,6.0,232.0,0.0,0.0,218,22.0,16.0,23.0
0.0,1311.0,6.0,11.0,167.0,71.0,34.0,27.0,32.0,162.0,69.0,0.0,1.0,66.0,1.0,6.0,107,22.0,3.0,19.0
0.0,995.0,1.0,4.0,103.0,31.0,10.0,0.0,3.0,0.0,0.0,6.0,6.0,156.0,1.0,2.0,236,24.0,10.0,14.0
0.0,1385.0,2.0,82.0,39.0,88.0,15.0,11.0,27.0,35.0,54.0,4.0,1.0,74.0,1.0,4.0,129,20.0,7.0,12.0
0.0,2286.0,3.0,6.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,0.0,3.0,45,9.0,2.0,3.0
0.0,580.0,9.0,9.0,65.0,21.0,1.0,0.0,16.0,3.0,52.0,4.0,0.0,97.0,0.0,8.0,81,30.0,4.0,14.0
0.0,1194.0,2.0,109.0,0.0,103.0,34.0,12.0,26.0,64.0,81.0,4.0,6.0,226.0,0.0,11.0,224,8.0,16.0,41.0
0.0,150.0,2.0,0.0,158.0,56.0,12.0,14.0,16.0,182.0,67.0,10.0,3.0,14.0,0.0,5.0,55,0.0,5.0,46.0
0.0,1354.0,11.0,44.0,68.0,45.0,23.0,2.0,4.0,24.0,44.0,0.0,0.0,62.0,1.0,1.0,96,20.0,3.0,10.0
0.0,3210.0,8.0,26.0,114.0,40.0,4.0,7.0,14.0,59.0,60.0,1.0,5.0,201.0,0.0,7.0,202,17.0,10.0,1.0
0.0,401.0,0.0,13.0,126.0,3.0,6.0,0.0,9.0,34.0,3.0,6.0,0.0,17.0,0.0,0.0,84,3.0,8.0,18.0
0.0,974.0,3.0,75.0,23.0,13.0,7.0,7.0,3.0,0.0,0.0,9.0,2.0,86.0,0.0,3.0,27,18.0,1.0,45.0
0.0,1014.0,0.0,18.0,7.0,2.0,19.0,0.0,24.0,27.0,18.0,1.0,1.0,164.0,0.0,0.0,111,2.0,2.0,9.0
0.0,1547.0,7.0,33.0,34.0,15.0,13.0,0.0,1.0,4.0,33.0,5.0,1.0,138.0,1.0,1.0,120,27.0,19.0,56.0
0.0,2293.0,11.0,8.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,69.0,1.0,1.0,110,4.0,5.0,32.0
0.0,2402.0,4.0,26.0,121.0,41.0,31.0,25.0,1.0,23.0,30.0,10.0,2.0,20.0,1.0,4.0,1,16.0,0.0,69.0
0.0,2040.0,4.0,7.0,75.0,28.0,21.0,5.0,28.0,9.0,53.0,2.0,2.0,29.0,1.0,4.0,13,4.0,1.0,59.0
0.0,1260.0,2.0,8.0,5.0,94.0,15.0,0.0,18.0,63.0,31.0,10.0,0.0,122.0,0.0,5.0,66,16.0,2.0,6.0
0.0,2954.0,6.0,12.0,89.0,55.0,8.0,21.0,12.0,112.0,39.0,4.0,6.0,234.0,1.0,6.0,226,15.0,5.0,17.0
0.0,670.0,6.0,0.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123.0,1.0,6.0,68,31.0,2.0,9.0
0.0,1577.0,4.0,57.0,87.0,30.0,1.0,13.0,6.0,120.0,39.0,4.0,6.0,181.0,1.0,4.0,213,24.0,19.0,41.0
0.0,229.0,1.0,1.0,41.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,125.0,1.0,2.0,70,14.0,4.0,3.0
0.0,3494.0,9.0,12.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,41.0,0.0,8.0,3,9.0,1.0,64.0
0.0,73.0,1.0,19.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,72.0,1.0,2.0,122,17.0,8.0,33.0
9.0,3487.0,4.0,10.0,107.0,50.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,159.0,1.0,4.0,57,7.0,10.0,16.0
9.0,1314.0,4.0,9.0,104.0,23.0,3.0,0.0,10.0,19.0,30.0,4.0,2.0,10.0,1.0,4.0,4,17.0,0.0,64.0
9.0,1426.0,4.0,72.0,129.0,93.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,119.0,1.0,4.0,58,23.0,11.0,14.0
9.0,1339.0,5.0,36.0,17.0,4.0,29.0,10.0,7.0,67.0,16.0,5.0,3.0,120.0,1.0,2.0,61,23.0,8.0,23.0
9.0,2985.0,7.0,5.0,79.0,27.0,3.0,7.0,5.0,15.0,22.0,3.0,5.0,151.0,1.0,1.0,176,1.0,10.0,21.0
9.0,1653.0,6.0,19.0,39.0,101.0,32.0,0.0,22.0,106.0,67.0,0.0,0.0,97.0,1.0,6.0,81,20.0,13.0,24.0
9.0,2527.0,8.0,253.0,85.0,20.0,5.0,2.0,8.0,21.0,41.0,8.0,6.0,250.0,0.0,7.0,231,25.0,6.0,32.0
9.0,152.0,10.0,125.0,31.0,58.0,20.0,13.0,23.0,105.0,43.0,2.0,0.0,60.0,0.0,9.0,88,28.0,4.0,2.0
9.0,234.0,0.0,82.0,1.0,29.0,13.0,0.0,24.0,0.0,0.0,5.0,4.0,108.0,0.0,0.0,146,1.0,10.0,14.0
9.0,1025.0,16.0,49.0,64.0,47.0,1.0,1.0,13.0,48.0,26.0,6.0,5.0,178.0,0.0,3.0,195,8.0,4.0,44.0
9.0,1538.0,4.0,20.0,149.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,59.0,1.0,4.0,8,13.0,1.0,43.0
9.0,264.0,4.0,8.0,115.0,33.0,1.0,3.0,14.0,0.0,0.0,2.0,1.0,138.0,1.0,4.0,120,10.0,14.0,21.0
9.0,813.0,0.0,4.0,22.0,6.0,5.0,0.0,28.0,102.0,19.0,0.0,6.0,207.0,0.0,0.0,227,11.0,22.0,41.0
9.0,102.0,2.0,219.0,89.0,25.0,8.0,14.0,17.0,36.0,50.0,2.0,1.0,137.0,0.0,5.0,119,5.0,7.0,21.0
9.0,206.0,7.0,102.0,35.0,19.0,3.0,21.0,4.0,61.0,11.0,3.0,1.0,75.0,1.0,1.0,134,2.0,13.0,1.0
9.0,832.0,4.0,77.0,69.0,79.0,20.0,7.0,19.0,2.0,45.0,0.0,3.0,55.0,1.0,4.0,62,27.0,15.0,28.0
9.0,1835.0,7.0,8.0,80.0,40.0,0.0,2.0,14.0,0.0,0.0,5.0,2.0,5.0,1.0,1.0,25,18.0,1.0,15.0
9.0,1790.0,9.0,71.0,37.0,21.0,16.0,0.0,14.0,11.0,44.0,1.0,3.0,46.0,0.0,8.0,40,15.0,2.0,9.0
9.0,1917.0,10.0,47.0,40.0,105.0,32.0,5.0,40.0,149.0,88.0,1.0,1.0,140.0,0.0,11.0,130,27.0,5.0,30.0
9.0,1302.0,1.0,24.0,21.0,10.0,21.0,6.0,15.0,90.0,22.0,3.0,1.0,27.0,1.0,2.0,123,16.0,10.0,36.0
9.0,1064.0,11.0,22.0,74.0,36.0,0.0,26.0,0.0,0.0,0.0,1.0,5.0,176.0,1.0,1.0,192,5.0,7.0,39.0
9.0,2804.0,7.0,83.0,35.0,12.0,33.0,5.0,7.0,85.0,20.0,1.0,0.0,123.0,1.0,1.0,68,17.0,9.0,18.0
9.0,1386.0,11.0,32.0,34.0,33.0,0.0,3.0,0.0,0.0,0.0,6.0,5.0,36.0,1.0,1.0,179,29.0,5.0,28.0
9.0,1984.0,10.0,12.0,77.0,99.0,17.0,36.0,26.0,120.0,87.0,0.0,3.0,9.0,0.0,9.0,39,13.0,1.0,6.0
9.0,2318.0,3.0,7.0,63.0,10.0,7.0,11.0,3.0,0.0,0.0,7.0,0.0,126.0,0.0,3.0,71,15.0,5.0,16.0
9.0,2144.0,8.0,252.0,36.0,36.0,3.0,0.0,6.0,5.0,40.0,8.0,4.0,170.0,0.0,7.0,153,20.0,9.0,1.0
9.0,1181.0,0.0,0.0,50.0,4.0,1.0,0.0,15.0,11.0,23.0,1.0,2.0,40.0,0.0,0.0,23,25.0,1.0,45.0
9.0,3192.0,7.0,25.0,59.0,40.0,7.0,14.0,16.0,61.0,44.0,2.0,0.0,18.0,1.0,1.0,87,7.0,2.0,46.0
9.0,58.0,3.0,104.0,1.0,26.0,4.0,0.0,16.0,54.0,51.0,9.0,6.0,238.0,0.0,3.0,250,20.0,14.0,39.0
9.0,72.0,6.0,11.0,122.0,58.0,26.0,26.0,30.0,0.0,0.0,8.0,3.0,43.0,1.0,6.0,33,22.0,1.0,40.0
9.0,3184.0,0.0,11.0,6.0,10.0,1.0,0.0,7.0,13.0,33.0,5.0,4.0,169.0,0.0,0.0,142,22.0,20.0,51.0
9.0,2044.0,6.0,8.0,137.0,92.0,27.0,0.0,32.0,0.0,0.0,2.0,1.0,166.0,1.0,6.0,127,12.0,11.0,21.0
9.0,2302.0,2.0,19.0,91.0,107.0,32.0,21.0,35.0,37.0,84.0,0.0,2.0,91.0,0.0,5.0,5,22.0,1.0,59.0
9.0,3233.0,1.0,12.0,48.0,13.0,2.0,6.0,14.0,3.0,14.0,6.0,4.0,79.0,1.0,2.0,147,3.0,12.0,13.0
9.0,2790.0,7.0,11.0,35.0,46.0,9.0,2.0,23.0,41.0,7.0,0.0,5.0,203.0,1.0,1.0,207,2.0,16.0,26.0
9.0,2533.0,3.0,30.0,64.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,0.0,3.0,100,26.0,9.0,10.0
9.0,140.0,2.0,33.0,4.0,59.0,0.0,3.0,0.0,0.0,0.0,10.0,6.0,249.0,0.0,5.0,252,24.0,24.0,66.0
9.0,33.0,4.0,25.0,109.0,80.0,2.0,26.0,12.0,15.0,9.0,8.0,2.0,29.0,1.0,4.0,13,31.0,3.0,45.0
9.0,3054.0,8.0,14.0,108.0,36.0,20.0,12.0,14.0,30.0,11.0,10.0,1.0,74.0,0.0,7.0,129,30.0,2.0,10.0
9.0,3295.0,3.0,52.0,46.0,30.0,10.0,1.0,3.0,0.0,0.0,7.0,5.0,195.0,0.0,3.0,186,3.0,22.0,65.0
9.0,922.0,0.0,17.0,62.0,87.0,9.0,0.0,8.0,3.0,8.0,5.0,4.0,188.0,0.0,0.0,157,5.0,12.0,7.0
9.0,2537.0,1.0,20.0,48.0,6.0,3.0,6.0,4.0,33.0,7.0,3.0,4.0,149.0,1.0,2.0,173,21.0,28.0,56.0
9.0,1763.0,6.0,4.0,40.0,99.0,28.0,24.0,0.0,0.0,0.0,1.0,1.0,186.0,1.0,6.0,135,3.0,22.0,47.0
9.0,2467.0,20.0,50.0,19.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,177.0,2.0,15.0,193,5.0,0.0,18.0
9.0,3306.0,4.0,12.0,131.0,33.0,12.0,22.0,14.0,56.0,11.0,2.0,3.0,53.0,1.0,4.0,56,6.0,9.0,37.0
9.0,2114.0,3.0,2.0,18.0,21.0,20.0,2.0,18.0,25.0,15.0,7.0,6.0,219.0,0.0,3.0,246,17.0,15.0,41.0
9.0,1141.0,12.0,1.0,70.0,100.0,28.0,21.0,27.0,96.0,43.0,2.0,5.0,179.0,0.0,11.0,198,13.0,2.0,32.0
9.0,462.0,0.0,7.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,124.0,1.0,1.0,69,22.0,2.0,18.0
9.0,3.0,1.0,26.0,6.0,7.0,0.0,12.0,0.0,0.0,0.0,7.0,1.0,23.0,1.0,2.0,105,23.0,13.0,4.0
9.0,613.0,2.0,63.0,60.0,137.0,26.0,4.0,35.0,159.0,90.0,8.0,6.0,223.0,0.0,5.0,214,17.0,16.0,29.0
9.0,3593.0,11.0,187.0,52.0,9.0,6.0,11.0,4.0,17.0,21.0,4.0,1.0,102.0,1.0,1.0,116,20.0,11.0,35.0
9.0,1986.0,11.0,52.0,56.0,4.0,5.0,7.0,3.0,50.0,51.0,3.0,3.0,117.0,1.0,1.0,48,24.0,5.0,16.0
9.0,3385.0,9.0,15.0,43.0,38.0,0.0,2.0,0.0,44.0,32.0,2.0,0.0,61.0,0.0,8.0,92,14.0,5.0,17.0
9.0,363.0,19.0,34.0,74.0,95.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,217.0,2.0,14.0,225,15.0,2.0,63.0
9.0,3567.0,0.0,52.0,140.0,114.0,0.0,0.0,8.0,31.0,16.0,6.0,0.0,129.0,0.0,0.0,74,2.0,0.0,50.0
9.0,1784.0,0.0,65.0,18.0,17.0,9.0,6.0,5.0,0.0,0.0,1.0,5.0,220.0,0.0,0.0,188,9.0,24.0,29.0
9.0,2677.0,20.0,62.0,42.0,69.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,152.0,2.0,15.0,178,8.0,3.0,57.0
9.0,1483.0,4.0,138.0,76.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,180.0,1.0,4.0,204,9.0,18.0,26.0
9.0,1242.0,5.0,60.0,3.0,28.0,6.0,23.0,4.0,27.0,44.0,6.0,4.0,190.0,1.0,2.0,165,26.0,11.0,24.0
9.0,1142.0,2.0,84.0,122.0,62.0,20.0,3.0,14.0,35.0,15.0,8.0,1.0,72.0,0.0,5.0,122,8.0,4.0,36.0
9.0,1175.0,12.0,9.0,20.0,73.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,77.0,0.0,11.0,139,31.0,8.0,62.0
9.0,365.0,2.0,17.0,86.0,55.0,9.0,24.0,22.0,53.0,1.0,2.0,4.0,4.0,0.0,5.0,163,16.0,8.0,28.0
9.0,471.0,5.0,9.0,25.0,13.0,10.0,9.0,3.0,56.0,22.0,6.0,4.0,171.0,1.0,2.0,159,7.0,17.0,32.0
9.0,1926.0,5.0,58.0,29.0,4.0,6.0,3.0,3.0,83.0,6.0,3.0,4.0,31.0,1.0,2.0,150,24.0,4.0,18.0
9.0,908.0,5.0,29.0,13.0,22.0,6.0,19.0,9.0,68.0,32.0,1.0,1.0,139.0,1.0,2.0,126,3.0,14.0,41.0
9.0,173.0,0.0,1.0,6.0,16.0,19.0,0.0,8.0,151.0,18.0,5.0,2.0,88.0,0.0,0.0,32,21.0,4.0,6.0
9.0,728.0,1.0,161.0,24.0,12.0,0.0,23.0,0.0,0.0,0.0,5.0,4.0,111.0,1.0,2.0,168,27.0,23.0,38.0
9.0,2545.0,5.0,12.0,8.0,13.0,5.0,12.0,1.0,131.0,36.0,5.0,2.0,83.0,1.0,2.0,19,9.0,3.0,5.0
9.0,282.0,10.0,16.0,45.0,52.0,27.0,20.0,22.0,139.0,87.0,0.0,2.0,7.0,0.0,9.0,29,2.0,0.0,15.0
9.0,2288.0,1.0,11.0,6.0,29.0,18.0,10.0,15.0,145.0,3.0,6.0,2.0,37.0,1.0,2.0,18,0.0,0.0,59.0
9.0,1996.0,6.0,28.0,89.0,85.0,12.0,5.0,18.0,134.0,81.0,2.0,2.0,80.0,1.0,6.0,16,5.0,3.0,3.0
9.0,667.0,8.0,59.0,101.0,50.0,8.0,4.0,16.0,0.0,1.0,4.0,6.0,251.0,0.0,7.0,243,5.0,7.0,22.0
9.0,929.0,11.0,11.0,64.0,15.0,1.0,1.0,30.0,25.0,33.0,1.0,3.0,116.0,1.0,1.0,47,19.0,1.0,6.0
9.0,2300.0,12.0,26.0,70.0,103.0,35.0,20.0,32.0,114.0,69.0,1.0,1.0,71.0,0.0,11.0,115,9.0,3.0,12.0
9.0,2999.0,2.0,10.0,31.0,66.0,32.0,3.0,25.0,121.0,41.0,2.0,0.0,125.0,0.0,5.0,70,6.0,6.0,13.0
9.0,371.0,5.0,15.0,73.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,187.0,1.0,2.0,144,16.0,16.0,54.0
9.0,2399.0,2.0,7.0,70.0,77.0,17.0,9.0,19.0,69.0,72.0,8.0,0.0,160.0,1.0,6.0,91,26.0,9.0,8.0
9.0,1823.0,0.0,94.0,78.0,3.0,10.0,0.0,4.0,154.0,11.0,6.0,0.0,63.0,0.0,0.0,99,26.0,16.0,28.0
9.0,1624.0,0.0,60.0,3.0,98.0,13.0,0.0,8.0,46.0,21.0,5.0,0.0,95.0,0.0,0.0,76,3.0,8.0,16.0
9.0,729.0,2.0,48.0,44.0,72.0,24.0,14.0,23.0,58.0,43.0,4.0,5.0,204.0,0.0,5.0,209,12.0,17.0,54.0
9.0,626.0,1.0,20.0,61.0,98.0,5.0,13.0,4.0,7.0,12.0,7.0,3.0,11.0,1.0,2.0,41,13.0,2.0,3.0
9.0,3338.0,3.0,19.0,68.0,32.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,3.0,90,7.0,7.0,7.0
9.0,2643.0,3.0,72.0,12.0,79.0,20.0,7.0,22.0,28.0,59.0,9.0,6.0,156.0,0.0,3.0,236,7.0,23.0,0.0
9.0,2123.0,3.0,16.0,25.0,13.0,19.0,0.0,8.0,3.0,44.0,6.0,3.0,50.0,0.0,3.0,49,0.0,3.0,49.0
9.0,930.0,1.0,16.0,48.0,16.0,16.0,18.0,14.0,40.0,22.0,7.0,5.0,214.0,1.0,2.0,194,13.0,15.0,12.0
9.0,374.0,3.0,25.0,17.0,14.0,13.0,4.0,4.0,3.0,24.0,7.0,3.0,93.0,0.0,3.0,63,5.0,4.0,14.0
9.0,3223.0,5.0,57.0,54.0,2.0,9.0,19.0,3.0,17.0,2.0,5.0,1.0,1.0,1.0,2.0,106,17.0,9.0,46.0
9.0,1185.0,0.0,6.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,45,18.0,5.0,5.0
9.0,199.0,6.0,39.0,5.0,61.0,15.0,14.0,18.0,63.0,62.0,0.0,4.0,144.0,1.0,6.0,152,9.0,19.0,67.0
9.0,487.0,0.0,44.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,84.0,0.0,0.0,2,23.0,0.0,70.0
9.0,569.0,4.0,3.0,108.0,25.0,4.0,26.0,2.0,53.0,0.0,1.0,0.0,98.0,1.0,4.0,83,18.0,7.0,46.0
9.0,2549.0,5.0,62.0,13.0,5.0,1.0,10.0,13.0,42.0,11.0,10.0,6.0,226.0,1.0,2.0,224,20.0,10.0,1.0
9.0,1491.0,0.0,211.0,17.0,1.0,4.0,0.0,28.0,4.0,7.0,0.0,0.0,128.0,0.0,0.0,73,16.0,11.0,10.0
9.0,1564.0,0.0,90.0,10.0,14.0,4.0,3.0,10.0,15.0,4.0,3.0,0.0,58.0,0.0,0.0,78,5.0,23.0,38.0
9.0,3001.0,12.0,6.0,97.0,88.0,28.0,24.0,29.0,53.0,20.0,0.0,3.0,15.0,0.0,11.0,59,18.0,0.0,3.0
9.0,1881.0,0.0,18.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,154.0,0.0,0.0,210,10.0,36.0,44.0
9.0,39.0,2.0,42.0,88.0,55.0,8.0,9.0,23.0,52.0,27.0,4.0,5.0,197.0,0.0,5.0,189,20.0,10.0,27.0
9.0,2153.0,9.0,73.0,46.0,93.0,9.0,0.0,16.0,7.0,31.0,0.0,3.0,8.0,0.0,8.0,36,7.0,4.0,7.0
9.0,1038.0,6.0,10.0,149.0,88.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,34.0,1.0,6.0,166,24.0,10.0,2.0
9.0,2234.0,5.0,0.0,32.0,74.0,18.0,0.0,8.0,0.0,0.0,5.0,2.0,92.0,1.0,2.0,6,29.0,0.0,64.0
9.0,421.0,3.0,59.0,66.0,2.0,6.0,14.0,4.0,12.0,21.0,3.0,3.0,13.0,0.0,3.0,52,31.0,0.0,37.0
9.0,2449.0,3.0,22.0,37.0,10.0,7.0,9.0,15.0,14.0,48.0,6.0,2.0,26.0,0.0,3.0,12,14.0,1.0,40.0
9.0,1568.0,2.0,47.0,0.0,55.0,12.0,0.0,25.0,80.0,60.0,10.0,0.0,16.0,0.0,5.0,67,8.0,5.0,16.0
9.0,3009.0,6.0,48.0,148.0,65.0,22.0,13.0,18.0,111.0,32.0,2.0,1.0,106.0,1.0,6.0,132,11.0,9.0,10.0
9.0,3426.0,1.0,35.0,61.0,17.0,6.0,15.0,4.0,5.0,11.0,9.0,6.0,225.0,1.0,2.0,221,27.0,32.0,65.0
9.0,3429.0,6.0,28.0,120.0,37.0,11.0,13.0,18.0,28.0,12.0,1.0,3.0,118.0,1.0,6.0,54,25.0,2.0,46.0
9.0,2387.0,1.0,63.0,25.0,29.0,5.0,6.0,28.0,165.0,44.0,3.0,0.0,127.0,1.0,2.0,72,1.0,4.0,19.0
9.0,383.0,1.0,75.0,127.0,9.0,1.0,6.0,2.0,52.0,79.0,6.0,4.0,168.0,1.0,2.0,140,4.0,29.0,44.0
9.0,2859.0,4.0,4.0,141.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,4.0,97,3.0,4.0,17.0
9.0,2930.0,0.0,28.0,23.0,29.0,18.0,0.0,3.0,9.0,7.0,1.0,2.0,86.0,0.0,0.0,27,28.0,2.0,25.0
9.0,385.0,6.0,22.0,0.0,61.0,38.0,5.0,23.0,125.0,43.0,3.0,0.0,132.0,1.0,6.0,85,10.0,4.0,36.0
9.0,2008.0,20.0,21.0,11.0,57.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,146.0,2.0,15.0,160,25.0,1.0,51.0
9.0,386.0,5.0,8.0,24.0,18.0,3.0,18.0,14.0,15.0,13.0,6.0,2.0,113.0,1.0,2.0,24,12.0,2.0,6.0
9.0,3584.0,8.0,33.0,99.0,34.0,4.0,0.0,9.0,41.0,59.0,2.0,3.0,45.0,0.0,7.0,38,26.0,1.0,17.0
9.0,2458.0,8.0,3.0,36.0,27.0,4.0,2.0,5.0,86.0,62.0,2.0,1.0,141.0,0.0,7.0,133,13.0,5.0,13.0
9.0,2463.0,11.0,28.0,76.0,34.0,8.0,3.0,18.0,61.0,5.0,0.0,6.0,224.0,1.0,1.0,220,28.0,11.0,65.0
9.0,1656.0,4.0,25.0,118.0,48.0,4.0,11.0,2.0,23.0,23.0,4.0,1.0,22.0,1.0,4.0,104,3.0,13.0,8.0
9.0,1156.0,12.0,77.0,97.0,67.0,22.0,13.0,17.0,87.0,15.0,0.0,5.0,199.0,0.0,11.0,199,15.0,9.0,58.0
9.0,2801.0,4.0,3.0,101.0,46.0,8.0,6.0,9.0,35.0,15.0,4.0,0.0,121.0,1.0,4.0,65,26.0,8.0,31.0
9.0,1616.0,4.0,4.0,52.0,41.0,12.0,12.0,1.0,0.0,0.0,8.0,2.0,35.0,1.0,4.0,17,6.0,2.0,25.0
9.0,2284.0,0.0,36.0,42.0,31.0,30.0,2.0,10.0,0.0,0.0,1.0,4.0,172.0,0.0,0.0,172,30.0,32.0,63.0
