year,player,pos,height_0,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category
2016,Deiondre Hall,1.0,,199,4,37,,127,7,4,NaN,,NaN,,,,NaN,NaN
2018,Marquis Haynes,20.0,,235,4,32,23,123,7,4,37.0,136,20.0,21,244,44,1.0,4.0
2008,Matt Forte,2.0,,217,4,33,23,118,6,4,96.0,44,29.0,8,60,82,0.0,5.0
2010,C.J. Wilson,4.0,,290,4,33,32,116,,4,73.0,230,15.0,14,NA,56,1.0,1.0
2014,Ahmad Dixon,3.0,,212,4,32,14,111,7,4,41.0,248,4.0,10,155,56,1.0,0.0
2017,Brian Allen,1.0,,215,4,34,15,117,6,4,23.0,111,34.0,7,197,53,0.0,5.0
2020,Isaiah Simmons,13.0,,238,4,39,,132,,,5.0,8,16.0,1,4,94,1.0,4.0
2004,Richard Seigler,11.0,,244,4,,25,,,,59.0,127,1.0,4,107,69,1.0,4.0
2006,Jeromey Clary,5.0,,309,5,26,24,102,7,4,47.0,187,26.0,18,NA,49,0.0,3.0
2017,Alvin Kamara,2.0,,214,4,39,15,131,,,20.0,67,28.0,4,40,86,0.0,5.0
2019,Terez Hall,13.0,,230,,,20,,,,45.0,NA,0.0,11,162,61,NaN,NaN
2019,James Williams,2.0,,197,4,36,,118,7,4,109.0,176,18.0,NA,NA,NA,0.0,6.0
2000,Fred Jones,7.0,,247,4,32,17,113,7,4,91.0,96,27.0,NA,NA,NA,0.0,2.0
2007,Antwan Barnes,7.0,,240,4,35,31,122,7,4,134.0,134,6.0,14,156,59,1.0,4.0
2007,Legedu Naanee,0.0,,225,4,40,19,119,,,54.0,172,26.0,31,256,37,0.0,2.0
2009,Victor Butler,7.0,,248,4,33,24,113,7,4,59.0,110,4.0,16,180,52,1.0,4.0
2010,Stephen Williams,0.0,,210,4,36,15,125,6,4,NaN,,NaN,,,,NaN,NaN
2012,Senio Kelemete,8.0,,307,5,25,21,101,7,4,34.0,151,16.0,14,189,49,0.0,3.0
2018,Bilal Nichols,6.0,,306,4,,29,,,,123.0,145,29.0,16,163,59,1.0,1.0
2018,Rod Taylor,5.0,,320,5,30,,99,,,37.0,252,7.0,22,NA,30,0.0,3.0
2019,Sean Bunting,1.0,,195,4,41,14,126,,,102.0,39,10.0,10,62,79,1.0,0.0
2019,Saivion Smith,1.0,,199,,33,11,121,7,4,6.0,NA,0.0,19,168,60,NaN,NaN
2022,Cole Kelley,10.0,,249,,,,,,,NaN,,NaN,,,,NaN,NaN
2000,Mike Derouselle,6.0,,314,5,27,27,96,7,4,NaN,,NaN,,,,NaN,NaN
2001,Boo Williams,9.0,,237,4,35,,119,7,4,NaN,,NaN,,,,NaN,NaN
2002,Ladell Betts,2.0,,220,4,38,23,116,7,4,31.0,56,23.0,NA,NA,NA,0.0,5.0
2002,Rocky Calmus,7.0,,243,4,,16,,,,11.0,77,12.0,NA,NA,NA,1.0,4.0
2003,Kevin Williams,4.0,,304,4,30,23,112,7,5,29.0,126,21.0,NA,NA,NA,1.0,1.0
2004,Eli Manning,10.0,,221,4,,,,,,37.0,1,26.0,2,5,98,0.0,7.0
2007,Gaines Adams,4.0,,258,4,35,,119,7,4,5.0,4,10.0,1,6,97,1.0,1.0
2009,Bradley Fletcher,1.0,,196,4,38,20,122,7,4,31.0,66,32.0,34,NA,32,1.0,0.0
2009,Captain Munnerlyn,1.0,,182,4,37,19,121,7,4,26.0,216,20.0,15,114,65,1.0,0.0
2012,DeAndre Presley,1.0,,185,4,32,8,114,7,4,NaN,,NaN,,,,NaN,NaN
2015,Mike Hull,7.0,,237,4,,31,,6,4,12.0,NA,0.0,16,153,54,NaN,NaN
2015,James Sample,3.0,,209,4,32,,123,7,,33.0,104,13.0,4,95,70,1.0,0.0
2017,Hardy Nickerson,11.0,,232,4,33,18,116,,4,51.0,NA,0.0,15,250,42,1.0,4.0
2019,Chris Lindstrom,14.0,,308,4,30,25,117,7,4,42.0,14,19.0,1,41,86,0.0,3.0
2021,Drew Wiley,6.0,,294,5,34,24,112,7,4,NaN,,NaN,,,,NaN,NaN
2000,Keith Bulluck,7.0,,244,4,38,,119,7,4,27.0,30,12.0,NA,NA,NA,1.0,4.0
2002,Dominique Stevenson,7.0,,231,4,32,23,110,,,20.0,260,2.0,NA,NA,NA,1.0,4.0
2004,Virgil Williams,3.0,,196,4,,11,,,,NaN,,NaN,,,,NaN,NaN
2005,Jason Jefferson,6.0,,310,5,28,,102,7,4,32.0,193,28.0,10,123,68,1.0,1.0
2006,Max Jean-Gilles,8.0,,355,5,24,27,95,8,5,7.0,99,8.0,2,50,85,0.0,3.0
2010,Donald Butler,11.0,,245,4,,35,,,,34.0,79,26.0,5,NA,67,1.0,4.0
2016,Andy Janovich,16.0,,238,4,34,30,119,7,4,24.0,176,21.0,2,273,39,0.0,5.0
2019,Tyler Jones,5.0,,306,,31,23,111,7,4,54.0,NA,0.0,4,307,36,NaN,NaN
2019,James Williams,2.0,,197,4,36,,118,7,4,109.0,176,18.0,NA,NA,NA,0.0,5.0
2022,Martin Emerson,1.0,,201,4,,,,,,NaN,,NaN,,,,NaN,NaN
2002,Dwayne Pierce,8.0,,319,5,26,,93,8,5,NaN,,NaN,,,,NaN,NaN
2009,Sam Swank,18.0,,193,4,,,,,,NaN,,NaN,,,,NaN,NaN
2013,Rogers Gaines,5.0,,334,5,23,28,,,5,49.0,NA,0.0,15,176,55,NaN,NaN
2014,George Atkinson,2.0,,218,4,38,19,121,7,4,258.0,190,31.0,NA,NA,NA,NaN,NaN
2016,James Bradberry,1.0,,211,4,36,16,124,6,4,158.0,62,20.0,19,125,65,1.0,0.0
2022,Cade Mays,8.0,,311,5,26,,102,7,4,NaN,,NaN,,,,NaN,NaN
2000,Matt Johnson,8.0,,345,5,28,35,99,8,4,61.0,138,11.0,NA,NA,NA,1.0,0.0
2003,Chris Brown,3.0,,195,4,35,15,126,7,4,9.0,NA,0.0,21,171,57,1.0,0.0
2010,Tim Hiller,10.0,,229,4,32,18,118,7,4,NaN,,NaN,,,,NaN,NaN
2014,Robert Thomas,6.0,,327,5,,32,,,,29.0,31,32.0,NA,NA,NA,1.0,4.0
2015,Jerry Lovelocke,10.0,,248,4,31,,113,7,4,NaN,,NaN,,,,NaN,NaN
2020,Khaleke Hudson,13.0,,224,4,33,30,120,,,14.0,162,23.0,9,152,58,1.0,4.0
2021,Jonathan Marshall,17.0,,310,4,32,36,114,,,25.0,207,18.0,16,243,38,1.0,1.0
2000,R. Jay Soward,0.0,,177,4,35,,124,,,0.0,29,13.0,NA,NA,NA,0.0,2.0
2001,T.J. Turner,11.0,,273,4,,,,,,23.0,239,22.0,NA,NA,NA,1.0,4.0
2002,Ryan Tolhurst,0.0,,196,4,38,,123,6,3,NaN,,NaN,,,,NaN,NaN
2008,Chris McDuffie,8.0,,330,5,,29,,,,NaN,,NaN,,,,NaN,NaN
2012,Justin Francis,4.0,,268,4,32,23,109,7,4,NaN,,NaN,,,,NaN,NaN
2012,Peter Konz,12.0,,314,5,,18,,,,64.0,55,19.0,1,41,87,0.0,3.0
2013,Chris Harper,0.0,,229,4,35,20,116,6,4,47.0,123,17.0,16,147,61,0.0,2.0
2016,Christian Hackenberg,10.0,,223,4,31,,114,7,4,12.0,51,18.0,5,49,81,0.0,7.0
2016,Alex McCalister,4.0,,239,4,34,,128,7,4,NaN,,NaN,,,,1.0,1.0
2017,Mike Williams,0.0,,218,,32,15,121,,,71.0,89,8.0,NA,NA,NA,0.0,6.0
2018,Josh Rosen,10.0,,226,4,31,,111,7,4,29.0,10,16.0,2,9,92,0.0,7.0
2019,Emeke Egbule,13.0,,245,4,33,20,119,7,4,75.0,200,33.0,18,232,50,1.0,4.0
2002,Bruce Branch,1.0,,192,4,35,,119,7,4,NaN,,NaN,,,,NaN,NaN
2004,Tim Anderson,6.0,,307,5,,,,,,3.0,23,1.0,NA,NA,NA,1.0,1.0
2005,Kevin Everett,9.0,,241,4,,,,,,57.0,86,2.0,4,92,74,0.0,6.0
2008,Simeon Castille,3.0,,195,4,31,,119,7,4,6.0,NA,0.0,10,150,58,NaN,NaN
2009,Otis Wiley,3.0,,213,4,,,,,,10.0,NA,0.0,16,228,44,NaN,NaN
2018,Malik Jefferson,7.0,,236,4,36,27,125,,,8.0,78,7.0,8,78,75,1.0,4.0
2019,Sione Takitaki,13.0,,238,4,37,24,125,7,4,61.0,80,14.0,8,107,71,1.0,4.0
2022,Matt Waletzko,5.0,,312,5,30,,113,,,NaN,,NaN,,,,NaN,NaN
2001,Deuce McAllister,2.0,,222,4,,,,,,37.0,23,28.0,NA,NA,NA,0.0,5.0
2001,Mathias Nkwenti,8.0,,293,5,35,29,113,7,4,78.0,111,5.0,NA,NA,NA,0.0,3.0
2002,Nate Dwyer,6.0,,313,5,31,27,103,7,4,86.0,113,16.0,NA,NA,NA,1.0,1.0
2004,Chris Perry,2.0,,224,4,,19,,,,14.0,26,7.0,3,34,89,0.0,5.0
2007,Daren Stone,3.0,,218,4,39,13,132,7,4,182.0,203,19.0,16,208,47,1.0,0.0
2009,Terrance Taylor,6.0,,306,5,30,37,104,7,5,NaN,,NaN,,,,1.0,1.0
2015,Jared Roberts,18.0,,210,5,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Wes Saxton,9.0,,248,4,36,,119,7,4,162.0,NA,0.0,7,152,55,NaN,NaN
2017,Zach Pascal,0.0,,219,4,36,14,126,7,4,156.0,NA,0.0,33,215,48,NaN,NaN
2001,David Warren,4.0,,253,4,,21,,7,4,NaN,,NaN,,,,NaN,NaN
2001,Jimmy Williams,1.0,,188,4,36,,120,7,,22.0,37,19.0,2,18,94,1.0,4.0
2002,Scott Fujita,7.0,,248,4,42,20,122,7,4,35.0,143,27.0,NA,NA,NA,1.0,4.0
2002,Mike Williams,5.0,,375,5,30,29,102,,,0.0,10,9.0,2,7,97,0.0,3.0
2004,Vontez Duff,1.0,,203,4,35,13,120,6,4,9.0,170,30.0,20,174,57,1.0,0.0
2005,Anthony Davis,2.0,,200,4,38,18,121,7,,32.0,243,11.0,12,108,70,0.0,5.0
2012,Rishaw Johnson,8.0,,313,5,31,22,108,7,4,35.0,NA,0.0,19,220,41,NaN,NaN
2016,Jonathan Williams,2.0,,220,4,,16,,,,25.0,156,2.0,15,205,51,0.0,5.0
2017,Brian Allen,1.0,,215,4,34,15,117,6,4,18.0,173,5.0,24,179,55,0.0,3.0
2018,Cole Madison,14.0,,308,5,28,26,97,7,4,58.0,138,15.0,8,102,71,0.0,3.0
2007,Reggie Nelson,3.0,,198,4,34,,,,,126.0,141,26.0,NA,NA,NA,0.0,3.0
2009,Kraig Urbik,8.0,,328,5,24,29,94,7,4,32.0,79,5.0,4,95,70,0.0,3.0
2011,Anthony Castonzo,5.0,,311,5,29,28,105,7,4,42.0,22,11.0,2,12,94,0.0,3.0
2013,Earl Watford,8.0,,300,5,30,24,107,7,5,167.0,116,16.0,10,160,58,0.0,3.0
2015,Chris Jones,0.0,,182,4,32,8,119,6,4,19.0,37,27.0,3,28,89,1.0,1.0
2020,Jedrick Wills,14.0,,312,5,34,,113,,4,NaN,,NaN,,,,NaN,NaN
2000,Morgan Kane,2.0,,221,4,37,29,121,6,4,NaN,,NaN,,,,NaN,NaN
2001,Richard Seymour,6.0,,299,4,,,,,,7.0,6,22.0,NA,NA,NA,1.0,1.0
2010,J.D. Walton,12.0,,300,5,27,24,101,7,4,41.0,80,21.0,2,NA,59,0.0,3.0
2011,Greg Jones,11.0,,242,4,31,21,117,7,4,29.0,129,3.0,NA,NA,NA,0.0,5.0
2022,Carson Strong,10.0,,226,,,,,,,NaN,,NaN,,,,NaN,NaN
2009,Paul Fanaika,8.0,,327,5,,15,,,,36.0,213,8.0,21,NA,30,0.0,3.0
2009,Brian Hartline,0.0,,195,4,34,,120,6,4,NaN,,NaN,,,,0.0,2.0
2009,Morgan Trent,1.0,,193,4,38,23,127,7,4,14.0,179,7.0,29,233,43,1.0,0.0
2010,Shelley Smith,8.0,,300,5,34,26,112,7,4,81.0,187,30.0,8,NA,57,0.0,3.0
2011,Stevan Ridley,2.0,,225,4,36,18,118,6,4,1.0,73,22.0,16,154,59,0.0,5.0
2011,Jimmy Smith,1.0,,211,4,36,24,123,6,4,135.0,36,4.0,NA,NA,NA,0.0,2.0
2017,Cameron Lee,8.0,,312,5,25,18,100,8,4,152.0,NA,0.0,14,258,41,NaN,NaN
2020,Daniel Thomas,3.0,,215,4,37,24,125,,,47.0,62,24.0,4,70,78,0.0,5.0
2021,John Bates,9.0,,250,4,31,19,120,6,4,54.0,124,23.0,9,189,53,0.0,6.0
2001,Nick Harris,15.0,,221,,,,,,,35.0,120,21.0,NA,NA,NA,2.0,8.0
2002,Mike Williams,5.0,,375,5,30,29,102,,,0.0,10,9.0,2,7,97,1.0,4.0
2008,Orlando Scandrick,1.0,,192,4,33,,125,6,,54.0,143,4.0,18,NA,58,1.0,0.0
2010,Kevin Thomas,1.0,,192,4,34,19,126,6,4,100.0,176,2.0,NA,NA,NA,1.0,0.0
2012,Chris Owusu,0.0,,196,4,40,19,129,6,4,16.0,NA,0.0,32,223,41,NaN,NaN
2014,Zack Martin,8.0,,308,5,28,29,106,7,4,9.0,16,4.0,4,9,93,0.0,3.0
2016,Deandre Houston-Carson,3.0,,201,4,32,13,115,7,4,163.0,185,29.0,10,107,69,NaN,NaN
2018,Brian Allen,12.0,,298,5,26,27,99,7,4,2.0,83,32.0,NA,NA,NA,1.0,4.0
2000,Antonio Wilson,7.0,,245,4,,11,,,,222.0,106,3.0,NA,NA,NA,1.0,4.0
2001,Michael Bennett,2.0,,207,4,39,13,130,,,3.0,180,13.0,6,56,82,0.0,5.0
2002,Steve Smith,3.0,,193,4,30,,110,7,4,18.0,74,20.0,NA,NA,NA,1.0,0.0
2003,Seth Wand,5.0,,321,5,31,20,107,7,4,188.0,75,30.0,NA,NA,NA,0.0,3.0
2014,Jay Bromley,6.0,,306,5,33,26,106,7,4,27.0,74,25.0,20,196,48,1.0,1.0
2014,Marcus Smith,4.0,,251,4,35,23,121,7,4,101.0,106,6.0,21,NA,57,1.0,4.0
2015,Shane Carden,10.0,,218,4,29,,104,7,4,73.0,NA,0.0,7,229,42,NaN,NaN
2015,Owamagbe Odighizuwa,4.0,,267,4,39,25,127,7,4,NaN,,NaN,,,,1.0,1.0
2019,Oli Udoh,5.0,,323,5,28,26,105,7,5,NaN,,NaN,,,,0.0,3.0
2021,Paulson Adebo,1.0,,198,4,36,18,121,6,4,16.0,76,28.0,15,95,72,1.0,0.0
2002,Brian Allen,2.0,,209,4,33,19,112,6,4,2.0,83,32.0,NA,NA,NA,1.0,4.0
2002,Anthony Weaver,6.0,,296,4,32,24,109,7,4,9.0,52,6.0,NA,NA,NA,1.0,1.0
2003,Dallas Clark,9.0,,257,4,37,,123,,,31.0,24,11.0,NA,NA,NA,0.0,6.0
2006,Jimmy Williams,1.0,,213,4,,,,,,24.0,15,9.0,NA,NA,NA,1.0,4.0
2011,Joe Barksdale,5.0,,325,5,29,29,103,8,4,1.0,92,31.0,13,139,63,0.0,3.0
2012,Donald Stephenson,5.0,,312,4,35,19,114,7,4,11.0,74,27.0,9,94,71,0.0,3.0
2013,Terron Armstead,5.0,,306,4,34,31,112,7,4,199.0,75,28.0,7,52,85,0.0,3.0
2014,Kapri Bibbs,2.0,,212,4,29,24,106,,,81.0,NA,0.0,20,243,41,NaN,NaN
2015,Kevin Johnson,1.0,,188,4,41,,130,6,3,27.0,32,14.0,NA,NA,NA,0.0,2.0
2016,Chris Moore,0.0,,206,4,37,10,130,6,4,70.0,107,6.0,7,46,82,0.0,2.0
2017,Quincy Adeboyejo,0.0,,197,4,34,8,123,6,4,37.0,NA,0.0,43,254,41,NaN,NaN
2021,K.J. Britt,13.0,,235,4,32,24,118,7,4,21.0,176,10.0,11,131,66,1.0,4.0
2000,J.R. Redmond,2.0,,216,4,32,,121,,,36.0,76,22.0,NA,NA,NA,0.0,5.0
2005,Alex Smith,9.0,,258,4,,28,,,,16.0,71,10.0,2,60,83,0.0,6.0
2006,Maurice Jones-Drew,2.0,,207,4,36,18,116,7,4,29.0,60,13.0,7,72,79,0.0,5.0
2021,Romeo McKnight,4.0,,252,4,38,,118,7,4,NaN,,NaN,,,,NaN,NaN
2001,George Layne,16.0,,242,4,32,,115,7,4,49.0,108,27.0,NA,NA,NA,0.0,5.0
2004,Dexter Wynn,1.0,,175,4,39,13,123,6,3,81.0,192,8.0,19,150,61,1.0,0.0
2005,Doug Buckles,8.0,,311,5,23,18,89,8,4,NaN,,NaN,,,,NaN,NaN
2009,Ryan Palmer,1.0,,190,4,36,16,121,7,4,8.0,NA,0.0,26,217,46,NaN,NaN
2021,Adetokunbo Ogundeji,17.0,,260,4,32,22,120,7,4,9.0,182,19.0,18,181,55,1.0,1.0
2000,Corey Atkins,7.0,,237,4,31,21,112,7,4,NaN,,NaN,,,,NaN,NaN
2001,Terrence Carroll,3.0,,212,4,,,,,,NaN,,NaN,,,,NaN,NaN
2001,Bobby Newcombe,0.0,,195,4,37,,117,6,3,24.0,166,16.0,NA,NA,NA,0.0,2.0
2004,Keiwan Ratliff,1.0,,194,4,,11,,,,4.0,49,7.0,14,102,70,1.0,0.0
2004,Demorrio Williams,7.0,,232,4,37,16,125,7,4,24.0,101,19.0,5,73,78,1.0,4.0
2006,Ray Edwards,4.0,,273,4,39,30,114,7,4,55.0,127,3.0,10,102,70,1.0,1.0
2006,Richie Ross,0.0,,209,4,37,,120,6,4,NaN,,NaN,,,,NaN,NaN
2010,Mike Williams,0.0,,221,4,33,8,116,6,4,8.0,4,2.0,NA,NA,NA,0.0,2.0
2016,Jaden Oberkrom,18.0,,186,4,,,,,,49.0,NA,0.0,4,348,31,NaN,NaN
2020,Joshua Jones,14.0,,319,5,28,24,109,,,NaN,,NaN,,,,NaN,NaN
2021,Nate Hobbs,19.0,,196,4,40,17,135,6,4,51.0,167,36.0,NA,NA,NA,1.0,0.0
2022,Myron Cunningham,5.0,,320,5,20,,98,8,5,NaN,,NaN,,,,NaN,NaN
2001,Jeff Chaney,2.0,,193,4,,,,,,NaN,,NaN,,,,NaN,NaN
2004,Ahmad Childress,6.0,,351,5,22,,86,8,4,NaN,,NaN,,,,NaN,NaN
2004,Darnell Dockett,6.0,,297,5,31,26,105,,,2.0,64,16.0,5,38,88,1.0,1.0
2004,Bob Sanders,3.0,,204,4,41,15,128,6,3,31.0,44,11.0,3,59,81,1.0,0.0
2006,Antonio Cromartie,1.0,,208,4,38,18,132,,,2.0,19,26.0,4,23,92,1.0,0.0
2015,Anthony Boone,10.0,,231,5,26,,100,7,4,88.0,NA,0.0,10,314,32,NaN,NaN
2019,Paul Adams,5.0,,317,5,27,16,103,7,4,45.0,NA,0.0,18,177,59,NaN,NaN
2019,Hamp Cheevers,1.0,,169,4,39,8,122,6,4,42.0,NA,0.0,20,176,59,NaN,NaN
2006,Jimmy Williams,1.0,,213,4,,,,,,68.0,196,2.0,NA,NA,NA,1.0,4.0
2008,Jeremy Leman,11.0,,245,4,,26,,,,NaN,,NaN,,,,NaN,NaN
2009,Aaron Maybin,4.0,,249,4,38,22,124,7,4,12.0,11,2.0,1,6,96,1.0,1.0
2015,Kevin White,1.0,,183,4,35,18,121,,,49.0,NA,0.0,28,223,44,0.0,2.0
2021,Jalen Camp,0.0,,226,4,39,29,125,7,4,56.0,209,13.0,NA,NA,NA,0.0,2.0
2021,Noah Hannon,14.0,,238,5,29,15,108,7,4,NaN,,NaN,,,,NaN,NaN
2003,Tony Pashos,5.0,,337,5,,38,,,,51.0,173,6.0,NA,NA,NA,0.0,3.0
2006,Kelly Jennings,1.0,,178,4,40,,120,,4,13.0,31,17.0,7,32,89,1.0,0.0
2008,Donald Thomas,8.0,,303,5,24,28,100,7,4,69.0,195,24.0,7,130,62,0.0,3.0
2014,Taylor Lewan,5.0,,309,4,30,29,117,7,4,14.0,11,12.0,3,8,94,0.0,3.0
2016,Gionni Paul,11.0,,231,5,31,22,113,,,18.0,NA,0.0,18,333,32,NaN,NaN
2018,Kc McDermott,8.0,,311,5,23,26,97,7,4,NaN,,NaN,,,,NaN,NaN
2018,Roquan Smith,7.0,,236,4,,,,,,7.0,8,29.0,1,5,94,1.0,4.0
2019,Darnell Savage,3.0,,198,4,39,11,126,7,4,NaN,,NaN,,,,1.0,0.0
2001,Ligarius Jennings,1.0,,202,4,34,11,120,7,4,NaN,,NaN,,,,NaN,NaN
2003,Chris Brown,3.0,,195,4,35,15,126,7,4,28.0,93,12.0,NA,NA,NA,0.0,5.0
2005,Stanley Wilson,1.0,,185,4,39,14,125,,,16.0,72,9.0,12,70,79,1.0,0.0
2007,Doug Datish,12.0,,302,5,26,31,102,7,4,3.0,198,19.0,4,132,64,0.0,3.0
2008,Joe Clermond,4.0,,249,5,25,20,107,7,4,NaN,,NaN,,,,NaN,NaN
2008,Thomas Williams,11.0,,238,4,29,26,113,,,0.0,155,13.0,21,NA,34,1.0,4.0
2009,Khalif Mitchell,6.0,,318,5,30,30,109,7,4,73.0,NA,0.0,17,191,50,NaN,NaN
2012,Josh Robinson,1.0,,199,4,38,17,133,6,3,63.0,66,3.0,6,61,82,0.0,5.0
2014,Allen Hurns,0.0,,198,4,31,14,120,7,4,13.0,NA,0.0,37,265,38,NaN,NaN
2020,Anthony Gordon,10.0,,205,,,,,,,58.0,NA,0.0,8,155,57,NaN,NaN
2022,Akayleb Evans,1.0,,197,4,36,,129,,,NaN,,NaN,,,,NaN,NaN
2002,Jamie Burrow,11.0,,249,4,30,18,102,7,4,NaN,,NaN,,,,NaN,NaN
2003,Kevin Curtis,0.0,,186,4,36,,122,6,3,80.0,74,32.0,NA,NA,NA,0.0,2.0
2004,Adimchinobi Echemandu,2.0,,226,4,,15,,,,NaN,,NaN,,,,NaN,NaN
2004,Travis Wilson,16.0,,256,4,33,25,109,7,4,11.0,78,14.0,7,73,79,0.0,2.0
2005,Michael Munoz,5.0,,306,5,,,,,,20.0,NA,0.0,7,78,78,NaN,NaN
2007,Travarous Bain,1.0,,182,4,,10,,,,112.0,NA,0.0,17,126,66,NaN,NaN
2008,Chris Harrington,4.0,,264,4,,21,117,,,15.0,185,16.0,15,149,58,1.0,1.0
2008,Jonathan Stewart,2.0,,235,4,36,28,128,,,17.0,13,20.0,3,13,95,0.0,5.0
2011,Ricky Stanzi,10.0,,223,4,32,,110,6,4,31.0,135,27.0,8,87,75,0.0,7.0
2013,Colby Cameron,10.0,,212,4,30,,112,6,4,NaN,,NaN,,,,NaN,NaN
2020,Austin Jackson,14.0,,322,5,31,27,115,7,,0.0,18,24.0,8,48,84,0.0,3.0
2000,Keith Brown,2.0,,216,4,30,,117,6,4,62.0,187,18.0,NA,NA,NA,NaN,NaN
2003,Lucas Brigman,12.0,,308,5,27,26,101,7,4,NaN,,NaN,,,,NaN,NaN
2003,Jarret Johnson,6.0,,284,5,28,21,107,7,4,6.0,109,6.0,NA,NA,NA,1.0,1.0
2008,Keith Rivers,7.0,,241,4,,24,,,,0.0,9,7.0,1,8,96,1.0,4.0
2008,Jack Williams,1.0,,186,4,35,19,121,6,,118.0,151,16.0,NA,NA,NA,1.0,0.0
2009,Donald Brown,2.0,,210,4,41,,125,6,4,69.0,27,11.0,3,30,89,0.0,5.0
2009,Lawrence Sidbury,4.0,,266,4,35,28,120,7,4,117.0,125,19.0,8,49,84,1.0,1.0
2013,Kawann Short,6.0,,299,5,,,,,,55.0,44,20.0,6,49,86,1.0,1.0
2016,Jared Norris,11.0,,241,4,29,19,114,,4,18.0,NA,0.0,11,203,51,NaN,NaN
2020,Cole McDonald,10.0,,215,4,36,,121,7,4,74.0,224,12.0,12,213,45,0.0,7.0
2021,Nico Collins,0.0,,215,4,37,14,125,6,4,14.0,89,30.0,13,76,75,0.0,2.0
2021,Jon Dietzen,14.0,,312,5,27,19,106,7,4,NaN,,NaN,,,,NaN,NaN
2022,Tariq Castro-Fields,1.0,,197,4,,,,,,NaN,,NaN,,,,NaN,NaN
2002,Howard Duncan,8.0,,324,5,28,22,101,8,4,NaN,,NaN,,,,NaN,NaN
2008,Brandon Breazell,0.0,,160,4,30,,115,6,,NaN,,NaN,,,,NaN,NaN
2010,Eric Berry,3.0,,211,4,43,19,130,6,4,20.0,5,27.0,1,4,97,1.0,0.0
2010,Ryan Mathews,2.0,,218,4,36,19,121,7,4,43.0,12,26.0,2,26,91,0.0,5.0
2010,John Skelton,10.0,,243,4,33,,108,7,4,148.0,155,16.0,10,NA,50,0.0,7.0
2014,Cyril Richardson,8.0,,329,5,25,25,91,7,4,41.0,153,2.0,6,118,64,0.0,3.0
2017,Damontae Kazee,1.0,,184,4,34,11,124,,,60.0,149,19.0,13,84,75,1.0,0.0
2018,Chase Litton,10.0,,230,4,29,,106,7,4,65.0,NA,0.0,13,245,44,NaN,NaN
2020,Nick Harris,14.0,,302,5,29,20,103,,,34.0,160,14.0,6,146,59,2.0,8.0
2001,Shawn Forte,3.0,,204,4,,20,,,,NaN,,NaN,,,,NaN,NaN
2004,Ben Hartsock,9.0,,263,4,35,23,117,7,3,3.0,68,11.0,6,99,71,0.0,6.0
2005,Tab Perry,0.0,,229,4,34,,116,7,,29.0,190,7.0,29,215,52,0.0,2.0
2014,Jeremiah Attaochu,7.0,,252,,,,,,,56.0,50,26.0,4,30,89,1.0,4.0
2017,Marquel Lee,11.0,,240,,31,25,118,,,67.0,168,31.0,17,268,39,1.0,4.0
2017,Elijah McGuire,2.0,,214,4,36,15,120,7,4,141.0,188,18.0,19,196,50,0.0,5.0
2019,Drew Lock,10.0,,228,4,31,,112,7,4,45.0,42,21.0,3,24,89,0.0,7.0
2021,Brandin Echols,19.0,,179,4,42,13,136,6,4,52.0,200,18.0,27,200,50,1.0,0.0
2021,Ben Knutson,14.0,,301,5,24,12,99,8,4,NaN,,NaN,,,,NaN,NaN
2022,Kyle Philips,0.0,,189,4,33,,124,,,NaN,,NaN,,,,NaN,NaN
2005,Scott Mruczkowski,12.0,,321,5,,28,,,,118.0,242,26.0,5,134,66,0.0,3.0
2008,Marcus Griffin,3.0,,201,4,31,13,119,7,4,8.0,NA,0.0,7,129,62,NaN,NaN
2009,Adrian Grady,6.0,,298,5,32,31,105,7,4,NaN,,NaN,,,,NaN,NaN
2016,Ka'Imi Fairbairn,18.0,,183,4,,,,,,NaN,,NaN,,,,NaN,NaN
2019,Noah Fant,9.0,,249,4,39,20,127,6,4,31.0,20,21.0,2,12,90,0.0,6.0
2021,Jeremiah Owusu-Koramoah,13.0,,221,,36,,124,6,4,9.0,52,14.0,1,12,91,1.0,4.0
2000,Darwin Walker,6.0,,293,4,,,,,,20.0,71,16.0,NA,NA,NA,1.0,1.0
2005,Roger Cooper,7.0,,239,4,35,19,118,7,4,184.0,NA,0.0,11,154,62,NaN,NaN
2005,Atiyyah Ellison,6.0,,305,5,27,25,103,8,4,45.0,89,20.0,11,141,64,1.0,1.0
2007,Ben Grubbs,8.0,,311,5,26,29,103,7,4,21.0,29,6.0,1,26,91,0.0,3.0
2008,Kevin Smith,2.0,,217,4,32,,120,6,4,63.0,64,9.0,9,75,78,0.0,6.0
2009,Curtis Painter,10.0,,225,4,29,,102,7,4,55.0,201,11.0,13,NA,39,0.0,7.0
2010,Pat Angerer,11.0,,235,4,35,26,110,7,4,NaN,,NaN,,,,1.0,4.0
2013,Larry Warford,8.0,,332,5,22,28,96,7,5,52.0,65,9.0,4,54,83,0.0,3.0
2013,Brandon Williams,6.0,,335,5,29,38,102,8,4,15.0,92,16.0,38,337,32,1.0,0.0
2017,O.J. Howard,9.0,,251,4,30,22,121,6,4,6.0,19,10.0,1,7,92,0.0,6.0
