year,player_0,pos,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category,Height
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,76.0,123,16.0,NA,NA,NA,1.0,4.0,-0.09151823116992998
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,76.0,123,16.0,NA,NA,NA,1.0,4.0,0.11942586973834786
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,53.0,116,17.0,NA,NA,NA,1.0,1.0,-0.09151823116992998
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,53.0,116,17.0,NA,NA,NA,1.0,1.0,0.11942586973834786
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,53.0,116,17.0,NA,NA,NA,1.0,4.0,-0.09151823116992998
2000,Marcus Bell,1.1145537981885163,-0.09037318891402651,-0.5487234255062087,-0.43301888849230563,0.05441875721849966,-0.3899443641916884,0.4008831236105772,0.03129733463879617,53.0,116,17.0,NA,NA,NA,1.0,4.0,0.11942586973834786
2000,Gary Berry,-0.48104238637303715,-0.7941869965267038,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,3.0,126,15.0,NA,NA,NA,1.0,0.0,-0.5134064329864857
2000,Michael Boireau,-0.281592863302843,0.6987513832577631,1.818012488065047,-0.9202817188974561,0.8166366010826516,-1.0417290716134167,0.4008831236105772,0.03129733463879617,57.0,56,3.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,Matt Bowen,-0.48104238637303715,-0.8581700699460381,-0.5487234255062087,0.05424394191284489,-1.3175733617369738,0.04457877408946377,0.4008831236105772,0.03129733463879617,31.0,198,32.0,NA,NA,NA,1.0,0.0,-0.09151823116992998
2000,Carl Bradley,0.11730618283754536,1.2532713528919937,1.818012488065047,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.11942586973834786
2000,Tom Brady,0.915104275118322,-0.644893158548257,1.818012488065047,-2.1384387949103325,NaN,-1.6935137790351447,0.4008831236105772,0.03129733463879617,14.0,199,22.0,NA,NA,NA,0.0,7.0,0.5413140715549035
2000,Robert Brannon,0.11730618283754536,1.4452205731499965,1.818012488065047,-1.1639131341000313,1.1215237386283123,-1.6935137790351447,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,Keith Brown,-0.6804919094432313,-0.5382547028493666,-0.5487234255062087,-0.6766503036948809,NaN,0.26184034323003985,-1.3682788296369581,0.03129733463879617,62.0,187,18.0,NA,NA,NA,NaN,NaN,-0.5134064329864857
2000,Demario Brown,-0.6804919094432313,-0.5169270117095884,-0.5487234255062087,-0.43301888849230563,NaN,-0.8244675024728405,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.30246233207820783
2000,Courtney Brown,-0.281592863302843,0.5921129275588727,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,133.0,212,4.0,21,157,59,1.0,0.0,0.7522581724631814
2000,Courtney Brown,-0.281592863302843,0.5921129275588727,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,133.0,212,4.0,21,157,59,1.0,1.0,0.7522581724631814
2000,Courtney Brown,-0.281592863302843,0.5921129275588727,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,12.0,1,14.0,NA,NA,NA,1.0,0.0,0.7522581724631814
2000,Courtney Brown,-0.281592863302843,0.5921129275588727,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,12.0,1,14.0,NA,NA,NA,1.0,1.0,0.7522581724631814
2000,Mike Brown,-0.48104238637303715,-0.7941869965267038,-0.5487234255062087,0.7851381875205706,-1.012686224191313,0.1532095586597518,-1.3682788296369581,0.03129733463879617,24.0,39,29.0,NA,NA,NA,1.0,0.0,-0.7243505338947634
2000,Ralph Brown,-0.8799414325134255,-1.1994131281824876,-0.5487234255062087,NaN,-1.6224604992826346,NaN,NaN,NaN,24.0,140,25.0,NA,NA,NA,1.0,0.0,-0.7243505338947634
2000,Travis Brown,0.915104275118322,-0.4955993205698104,1.818012488065047,-0.9202817188974561,NaN,-1.4762522098945687,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.11942586973834786
2000,Travis Brown,0.915104275118322,-0.4955993205698104,1.818012488065047,-0.9202817188974561,NaN,-1.4762522098945687,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,Lamont Bryant,-0.281592863302843,0.40016370730086975,-0.5487234255062087,NaN,-0.5553555178728219,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,Marc Bulger,0.915104275118322,-0.7088762319675913,-0.5487234255062087,NaN,NaN,-1.5848829944648568,0.4008831236105772,0.03129733463879617,39.0,168,28.0,NA,NA,NA,0.0,7.0,0.11942586973834786
2000,Keith Bulluck,0.31675570590773955,0.058920649064420176,-0.5487234255062087,1.2724010179257212,NaN,0.4791019123706159,0.4008831236105772,0.03129733463879617,27.0,30,12.0,NA,NA,NA,1.0,4.0,0.3303699706466257
2000,Bill Burke,0.915104275118322,-0.7515316142471475,1.818012488065047,-1.1639131341000313,NaN,-0.8244675024728405,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,Plaxico Burress,-1.0793909555836196,-0.2183393357526951,-0.5487234255062087,0.05424394191284489,NaN,0.04457877408946377,NaN,NaN,23.0,8,5.0,NA,NA,NA,0.0,2.0,0.7522581724631814
2000,David Byrd,-0.8799414325134255,-0.8368423788062599,-0.5487234255062087,0.7851381875205706,-1.012686224191313,0.26184034323003985,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.5134064329864857
2000,Trung Canidate,-0.6804919094432313,-1.0287915990642629,-0.5487234255062087,NaN,-0.4029119490999915,NaN,NaN,NaN,53.0,31,32.0,NA,NA,NA,0.0,5.0,-0.5134064329864857
2000,Cooper Carlisle,0.5162052289779337,1.1892882794726594,1.818012488065047,-0.43301888849230563,1.1215237386283123,-1.5848829944648568,0.4008831236105772,0.03129733463879617,4.0,112,21.0,NA,NA,NA,0.0,3.0,0.7522581724631814
2000,Giovanni Carmazzi,0.915104275118322,-0.3676331737311418,-0.5487234255062087,0.7851381875205706,NaN,0.4791019123706159,-1.3682788296369581,0.03129733463879617,208.0,65,1.0,NA,NA,NA,0.0,7.0,0.3303699706466257
2000,Leonardo Carson,-0.281592863302843,0.890700603515766,1.818012488065047,-1.1639131341000313,0.20686232599133006,-0.9330982870431285,0.4008831236105772,0.03129733463879617,21.0,113,26.0,NA,NA,NA,1.0,1.0,-0.09151823116992998
2000,Tyrone Carter,-0.48104238637303715,-1.0927746724835972,-0.5487234255062087,2.003295263533447,-0.7077990866456523,0.696363481511192,-1.3682788296369581,0.03129733463879617,62.0,118,3.0,NA,NA,NA,1.0,0.0,-1.146238735711319
2000,Kwame Cavil,-1.0793909555836196,-0.7088762319675913,-0.5487234255062087,1.5160324331282964,NaN,0.37047112780032787,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.11942586973834786
2000,Chris Chaloupka,0.915104275118322,-0.5382547028493666,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.11942586973834786
2000,Doug Chapman,-0.6804919094432313,-0.5595823939891447,-0.5487234255062087,1.2724010179257212,-0.7077990866456523,1.4567789735032082,-1.3682788296369581,0.03129733463879617,65.0,88,3.0,NA,NA,NA,0.0,5.0,-0.7243505338947634
2000,Ike Charlton,-0.8799414325134255,-0.7728593053869256,-0.5487234255062087,NaN,-0.7077990866456523,1.2395174043626322,NaN,NaN,22.0,52,17.0,NA,NA,NA,1.0,0.0,-0.5134064329864857
2000,Chrys Chukwuma,-0.6804919094432313,-0.197011644612917,-0.5487234255062087,NaN,NaN,0.04457877408946377,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.09151823116992998
2000,Joey Chustz,-0.08214334023264881,1.3385821174511061,1.818012488065047,-0.43301888849230563,1.1215237386283123,-1.2589906407539926,0.4008831236105772,0.03129733463879617,87.0,123,13.0,NA,NA,NA,0.0,3.0,1.1741463742797371
2000,Pedro Cirino,-0.48104238637303715,-0.9434808345051504,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.5134064329864857
2000,John Saint Clair,1.3140033212587103,1.2959267351715498,1.818012488065047,NaN,0.6641930323098212,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.7522581724631814
2000,Kendrick Clancy,0.11730618283754536,0.890700603515766,1.818012488065047,-1.4075445493026066,0.6641930323098212,-0.7158367179025524,0.4008831236105772,0.03129733463879617,37.0,72,5.0,NA,NA,NA,1.0,1.0,-0.09151823116992998
2000,Travis Claridge,0.5162052289779337,1.317254426311328,1.818012488065047,-0.43301888849230563,1.2739673074011428,-1.5848829944648568,0.4008831236105772,0.03129733463879617,0.0,37,19.0,NA,NA,NA,0.0,3.0,0.7522581724631814
2000,Danny Clark,1.1145537981885163,0.08024834020419827,-0.5487234255062087,NaN,-0.09802481155433072,NaN,NaN,NaN,51.0,245,13.0,NA,NA,NA,1.0,4.0,0.11942586973834786
2000,Chad Clifton,-0.08214334023264881,1.978412851644449,1.818012488065047,-0.6766503036948809,0.5117494635369908,-1.3676214253242807,0.4008831236105772,0.03129733463879617,20.0,44,15.0,NA,NA,NA,0.0,3.0,0.7522581724631814
2000,Chris Cole,-1.0793909555836196,-1.071446981343819,-0.5487234255062087,1.0287696027231459,NaN,1.1308866197923442,-1.3682788296369581,0.03129733463879617,15.0,70,21.0,NA,NA,NA,0.0,2.0,-0.30246233207820783
2000,Chris Coleman,-1.0793909555836196,-0.644893158548257,-0.5487234255062087,-0.18938747328973035,NaN,-0.4985751487619764,-1.3682788296369581,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.30246233207820783
2000,Cosey Coleman,0.5162052289779337,1.7224805579671119,1.818012488065047,-1.1639131341000313,NaN,-1.4762522098945687,2.1700450768581128,0.03129733463879617,20.0,51,10.0,NA,NA,NA,0.0,3.0,0.5413140715549035
2000,Laveranues Coles,-1.0793909555836196,-1.0501192902040408,-0.5487234255062087,0.2978753571154201,NaN,0.04457877408946377,-1.3682788296369581,0.03129733463879617,2.0,78,18.0,NA,NA,NA,0.0,2.0,-0.5134064329864857
2000,Chris Combs,0.11730618283754536,0.9546836769351003,1.818012488065047,NaN,0.20686232599133006,NaN,NaN,NaN,88.0,173,5.0,NA,NA,NA,1.0,1.0,0.7522581724631814
2000,Chris Combs,0.11730618283754536,0.9546836769351003,1.818012488065047,NaN,0.20686232599133006,NaN,NaN,NaN,88.0,173,5.0,NA,NA,NA,0.0,6.0,0.7522581724631814
2000,Chris Combs,0.11730618283754536,0.9546836769351003,1.818012488065047,NaN,0.20686232599133006,NaN,NaN,NaN,101.0,106,12.0,NA,NA,NA,1.0,1.0,0.7522581724631814
2000,Chris Combs,0.11730618283754536,0.9546836769351003,1.818012488065047,NaN,0.20686232599133006,NaN,NaN,NaN,101.0,106,12.0,NA,NA,NA,0.0,6.0,0.7522581724631814
2000,Kurth Connell,-0.08214334023264881,1.0613221326339908,1.818012488065047,0.05424394191284489,0.969080169855482,-1.2589906407539926,2.1700450768581128,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,Rameel Connor,-0.281592863302843,0.7414067655373193,1.818012488065047,0.5415067723179954,0.6641930323098212,0.696363481511192,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,D.J. Cooper,0.11730618283754536,0.7627344566770974,1.818012488065047,-1.1639131341000313,NaN,-0.7158367179025524,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,Ashley Cooper,-0.48104238637303715,-0.7088762319675913,-0.5487234255062087,NaN,-0.7077990866456523,0.26184034323003985,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.7243505338947634
2000,Renard Cox,-0.8799414325134255,-1.0501192902040408,-0.5487234255062087,1.2724010179257212,-1.1651297929641433,-0.3899443641916884,0.4008831236105772,NaN,NaN,,NaN,,,,NaN,NaN,-0.5134064329864857
2000,Casey Crawford,0.7156547520481279,0.058920649064420176,-0.5487234255062087,NaN,-0.4029119490999915,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.9632022733714592
2000,Sedrick Curry,-0.8799414325134255,-0.9434808345051504,-0.5487234255062087,1.5160324331282964,NaN,1.1308866197923442,-1.3682788296369581,-4.16957143922346,NaN,,NaN,,,,NaN,NaN,-0.09151823116992998
2000,Chris Daniels,-1.0793909555836196,-0.5169270117095884,-0.5487234255062087,0.05424394191284489,NaN,0.04457877408946377,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,Brandon Daniels,-1.0793909555836196,-0.644893158548257,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.7243505338947634
2000,Joe Dean Davenport,0.7156547520481279,0.5707852364190945,1.818012488065047,-0.6766503036948809,-1.1651297929641433,-0.7158367179025524,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,1.1741463742797371
2000,Darren Davis,-0.6804919094432313,-1.1141023636233751,-0.5487234255062087,-0.18938747328973035,-1.1651297929641433,-0.6072059333322645,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-1.146238735711319
2000,Adam Davis,0.5162052289779337,1.4452205731499965,1.818012488065047,-1.6511759645051818,NaN,-2.453929271027161,2.1700450768581128,4.232166108501052,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,JaJuan Dawson,-1.0793909555836196,-0.9008254522255943,-0.5487234255062087,0.2978753571154201,NaN,0.26184034323003985,-1.3682788296369581,0.03129733463879617,96.0,79,14.0,NA,NA,NA,0.0,2.0,-0.09151823116992998
2000,Ron Dayne,-0.6804919094432313,0.37883601616109164,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,32.0,11,25.0,NA,NA,NA,0.0,5.0,-0.5134064329864857
2000,Jerry DeLoach,0.11730618283754536,1.5518590288488872,-0.5487234255062087,-0.43301888849230563,-0.2504683803271611,-1.4762522098945687,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.3303699706466257
2000,Mike Derouselle,0.11730618283754536,1.5518590288488872,1.818012488065047,-1.4075445493026066,0.969080169855482,-2.019406132746009,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.11942586973834786
2000,Na'il Diggs,0.31675570590773955,-0.2183393357526951,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,3.0,98,15.0,NA,NA,NA,1.0,4.0,0.5413140715549035
2000,Reuben Droughns,-0.6804919094432313,-0.5595823939891447,-0.5487234255062087,-0.6766503036948809,-1.1651297929641433,0.04457877408946377,0.4008831236105772,0.03129733463879617,17.0,81,9.0,NA,NA,NA,0.0,5.0,-0.5134064329864857
2000,Ron Dugans,-1.0793909555836196,-0.7515316142471475,-0.5487234255062087,NaN,NaN,0.26184034323003985,NaN,NaN,2.0,66,7.0,NA,NA,NA,0.0,2.0,-0.09151823116992998
2000,Deon Dyer,2.111801413539487,0.40016370730086975,-0.5487234255062087,-1.1639131341000313,NaN,-1.1503598561837045,0.4008831236105772,0.03129733463879617,30.0,117,24.0,NA,NA,NA,0.0,5.0,-0.5134064329864857
2000,Chris Edwards,0.31675570590773955,-0.32497779145158556,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,0.7522581724631814
2000,Mario Edwards,-0.8799414325134255,-1.071446981343819,-0.5487234255062087,NaN,NaN,0.5877326969409039,NaN,NaN,2.0,180,4.0,NA,NA,NA,1.0,1.0,-0.30246233207820783
2000,Mario Edwards,-0.8799414325134255,-1.071446981343819,-0.5487234255062087,NaN,NaN,0.5877326969409039,NaN,NaN,2.0,180,4.0,NA,NA,NA,1.0,0.0,-0.30246233207820783
2000,Shaun Ellis,-0.281592863302843,0.8267175300964317,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,20.0,12,18.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,John Engelberger,-0.281592863302843,0.40016370730086975,-0.5487234255062087,0.2978753571154201,0.5117494635369908,0.04457877408946377,-1.3682788296369581,0.03129733463879617,22.0,35,1.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,Dwan Epps,1.1145537981885163,0.016265266784863983,-0.5487234255062087,0.2978753571154201,-1.9273476368282954,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.09151823116992998
2000,Matt Farmer,-1.0793909555836196,-1.0927746724835972,-0.5487234255062087,0.05424394191284489,NaN,-0.7158367179025524,-1.3682788296369581,-4.16957143922346,NaN,,NaN,,,,NaN,NaN,-0.30246233207820783
2000,Danny Farmer,-1.0793909555836196,-0.5169270117095884,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,29.0,103,5.0,NA,NA,NA,0.0,2.0,0.3303699706466257
2000,Kevin Feterik,0.915104275118322,-0.7302039231073695,-0.5487234255062087,-0.43301888849230563,NaN,-0.9330982870431285,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.5134064329864857
2000,Chafie Fields,-1.0793909555836196,-0.9648085256449286,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,NaN,-0.09151823116992998
2000,Aaron Fields,-0.281592863302843,0.03759295792464208,-0.5487234255062087,0.2978753571154201,0.20686232599133006,0.04457877408946377,0.4008831236105772,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,Zeron Flemister,0.7156547520481279,0.16555910476331068,-0.5487234255062087,1.0287696027231459,-1.012686224191313,0.1532095586597518,-1.3682788296369581,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,0.5413140715549035
2000,Erik Flowers,-0.281592863302843,0.6347683098384288,-0.5487234255062087,0.05424394191284489,0.5117494635369908,-0.06405201048082426,0.4008831236105772,0.03129733463879617,36.0,26,2.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,Derrick Foster,-0.6804919094432313,-0.8581700699460381,-0.5487234255062087,0.2978753571154201,-0.2504683803271611,0.26184034323003985,-1.3682788296369581,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.5134064329864857
2000,Larry Foster,-1.0793909555836196,-0.9221531433653724,-0.5487234255062087,1.0287696027231459,NaN,0.696363481511192,-1.3682788296369581,0.03129733463879617,NaN,,NaN,,,,NaN,NaN,-0.7243505338947634
2000,John Frank,-0.281592863302843,0.8267175300964317,-0.5487234255062087,1.0287696027231459,1.7312980137196339,0.26184034323003985,0.4008831236105772,0.03129733463879617,18.0,178,8.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,John Frank,-0.281592863302843,0.8267175300964317,-0.5487234255062087,1.0287696027231459,1.7312980137196339,0.26184034323003985,0.4008831236105772,0.03129733463879617,18.0,178,8.0,NA,NA,NA,0.0,6.0,0.5413140715549035
2000,John Frank,-0.281592863302843,0.8267175300964317,-0.5487234255062087,1.0287696027231459,1.7312980137196339,0.26184034323003985,0.4008831236105772,0.03129733463879617,3.0,56,1.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,John Frank,-0.281592863302843,0.8267175300964317,-0.5487234255062087,1.0287696027231459,1.7312980137196339,0.26184034323003985,0.4008831236105772,0.03129733463879617,3.0,56,1.0,NA,NA,NA,0.0,6.0,0.5413140715549035
2000,Bubba Franks,0.7156547520481279,0.5068021629997602,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,57.0,14,15.0,NA,NA,NA,0.0,6.0,0.9632022733714592
2000,Todd Franz,-0.48104238637303715,-0.9008254522255943,-0.5487234255062087,NaN,-1.012686224191313,NaN,NaN,NaN,122.0,145,9.0,NA,NA,NA,1.0,0.0,-0.09151823116992998
2000,Arturo Freeman,-0.48104238637303715,-1.1354300547631533,-0.5487234255062087,0.5415067723179954,-1.012686224191313,1.022255835222056,-1.3682788296369581,0.03129733463879617,26.0,152,24.0,NA,NA,NA,1.0,0.0,-0.30246233207820783
2000,Byron Frisch,-0.281592863302843,0.8480452212362098,-0.5487234255062087,0.2978753571154201,1.5788544449468036,-0.06405201048082426,0.4008831236105772,0.03129733463879617,61.0,93,12.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,Mondriel Fulcher,2.111801413539487,0.25086986932242306,-0.5487234255062087,-1.4075445493026066,-0.4029119490999915,0.1532095586597518,0.4008831236105772,0.03129733463879617,57.0,227,31.0,NA,NA,NA,0.0,6.0,0.3303699706466257
2000,Trent Gamble,-0.48104238637303715,-1.1780854370427094,-0.5487234255062087,1.0287696027231459,0.05441875721849966,1.022255835222056,-1.3682788296369581,-4.16957143922346,NaN,,NaN,,,,NaN,NaN,-0.9352946348030413
2000,Jason Gavadza,0.7156547520481279,0.16555910476331068,-0.5487234255062087,-0.18938747328973035,0.20686232599133006,-0.17268279505111228,0.4008831236105772,0.03129733463879617,128.0,204,5.0,NA,NA,NA,0.0,6.0,0.3303699706466257
2000,Trevor Gaylor,-1.0793909555836196,-0.9008254522255943,-0.5487234255062087,1.0287696027231459,NaN,0.696363481511192,0.4008831236105772,0.03129733463879617,106.0,111,26.0,NA,NA,NA,0.0,2.0,0.3303699706466257
2000,Kabeer Gbaja-Biamila,0.31675570590773955,0.03759295792464208,-0.5487234255062087,0.2978753571154201,0.05441875721849966,0.5877326969409039,-1.3682788296369581,0.03129733463879617,60.0,149,15.0,NA,NA,NA,1.0,1.0,0.5413140715549035
2000,Sherrod Gideon,-1.0793909555836196,-1.4553454218598247,-0.5487234255062087,NaN,NaN,NaN,NaN,NaN,77.0,200,28.0,NA,NA,NA,0.0,2.0,-0.5134064329864857
