Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Chris Rix,8.0,74,214,4.7,33.5,,116.0,7.53,4.53,2005,NaN,,,NaN,NaN,11.0,0.0,NA,16,232,49
Leonard Hankerson,0.0,73,209,4.4,36.0,14.0,117.0,6.94,4.21,2011,28.0,3,79,0.0,3.0,0.0,8.0,79,9,67,79
Jaden Oberkrom,16.0,74,186,4.96,,,,,,2016,NaN,,,NaN,NaN,17.0,49.0,NA,4,348,31
Philip Blake,13.0,75,311,5.17,29.5,22.0,105.0,7.86,4.65,2012,13.0,4,108,0.0,2.0,14.0,52.0,108,3,113,68
Kliff Kingsbury,8.0,75,213,4.77,30.0,,101.0,6.92,4.1,2003,19.0,6,201,0.0,7.0,11.0,63.0,201,NA,NA,NA
Deatrich Wise Jr.,3.0,77,274,4.92,33.0,22.0,124.0,,,2017,19.0,4,131,1.0,1.0,2.0,21.0,131,15,176,56
Jacob Rogers,4.0,78,307,5.3,,30.0,,,,2004,14.0,2,52,0.0,2.0,3.0,3.0,52,4,48,85
Pita Taumoepenu,6.0,73,243,4.67,28.5,24.0,112.0,6.91,4.33,2017,4.0,6,202,1.0,4.0,2.0,32.0,202,29,314,34
Josh Pinkard,11.0,73,214,4.58,,,,,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Mark Fenton,13.0,76,290,5.15,,22.0,,,,2007,NaN,,,NaN,NaN,NaN,NaN,,,,
Aaron Hester,1.0,74,198,4.62,29.0,,112.0,7.26,4.33,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Keyaron Fox,6.0,74,227,4.65,,28.0,,,,2004,29.0,3,93,1.0,4.0,9.0,44.0,93,6,98,71
Eddie Johnson,14.0,75,232,5.17,,,,,,2003,3.0,6,180,2.0,8.0,15.0,164.0,180,NA,NA,NA
Dan Orlovsky,8.0,77,225,4.93,29.5,,107.0,7.33,4.39,2005,15.0,5,145,0.0,7.0,11.0,61.0,145,10,126,67
Chris Herndon,9.0,76,253,,,21.0,,,,2018,NaN,,,NaN,NaN,8.0,8.0,107,5,93,72
Chris Houston,1.0,70,185,4.32,36.0,27.0,122.0,6.94,4.12,2007,21.0,2,41,1.0,0.0,5.0,21.0,41,4,32,90
Dustin Vaughan,8.0,77,235,4.95,29.0,,108.0,7.25,4.43,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Jermaine Petty,10.0,75,261,4.74,33.5,20.0,116.0,,4.34,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Michael Schofield,4.0,78,301,5.01,24.0,,93.0,7.62,4.57,2014,13.0,3,95,0.0,2.0,3.0,13.0,95,13,159,55
Torrie Cox,1.0,69,181,4.55,32.0,,119.0,6.98,4.2,2003,17.0,6,205,1.0,0.0,5.0,39.0,205,NA,NA,NA
Jermaine Cunningham,3.0,75,266,4.89,,,,,,2010,19.0,2,53,1.0,4.0,10.0,4.0,53,13,NA,66
Jeremy Gallon,0.0,67,185,4.49,,15.0,,,,2014,19.0,7,244,0.0,3.0,0.0,13.0,244,45,NA,30
Jon Stinchcomb,4.0,77,302,4.99,35.0,32.0,115.0,7.83,4.62,2003,27.0,2,37,0.0,2.0,3.0,7.0,37,NA,NA,NA
J.R. Tolver,0.0,73,202,4.67,36.0,,119.0,6.99,4.23,2003,18.0,5,169,0.0,3.0,0.0,58.0,169,NA,NA,NA
Quinton Jefferson,5.0,76,291,4.95,29.0,24.0,,7.95,4.37,2016,0.0,5,147,1.0,1.0,4.0,38.0,147,20,173,57
Vinston Painter,4.0,76,306,4.95,30.5,32.0,97.0,7.71,4.56,2013,13.0,6,173,0.0,2.0,3.0,12.0,173,17,204,50
David Terrell,0.0,75,213,4.43,,,,,,2001,26.0,1,8,1.0,0.0,0.0,13.0,8,NA,NA,NA
Lorenzo Booker,2.0,70,191,4.46,35.5,26.0,121.0,,,2007,18.0,3,71,0.0,5.0,1.0,5.0,71,5,64,79
James Casey,15.0,75,246,4.69,36.0,28.0,111.0,7.0,4.48,2009,16.0,5,152,0.0,6.0,8.0,112.0,152,5,68,79
James Jones,0.0,73,207,4.54,34.0,22.0,119.0,7.06,4.2,2007,5.0,3,78,1.0,1.0,4.0,106.0,57,NA,NA,NA
Deone Bucannon,12.0,73,211,4.49,36.5,19.0,125.0,6.96,4.26,2014,11.0,1,27,1.0,0.0,12.0,59.0,27,3,42,86
Reggie Bush,2.0,71,201,4.37,,,,,,2006,27.0,1,2,0.0,5.0,1.0,3.0,2,1,1,99
D.J. Williams-02,9.0,74,245,4.59,33.5,20.0,111.0,7.29,4.51,2011,5.0,5,141,NaN,NaN,NaN,NaN,,,,
Danny Aiken,19.0,76,244,5.0,,11.0,,,,2011,NaN,,,NaN,NaN,NaN,NaN,,,,
Stephane Milhim,7.0,76,314,5.14,28.5,,104.0,,4.87,2013,NaN,,,NaN,NaN,7.0,124.0,NA,17,249,43
Terrence Robinson,10.0,72,240,4.95,33.5,19.0,116.0,7.62,4.36,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
D.J. Reader,5.0,75,327,5.33,29.5,30.0,99.0,7.9,4.71,2016,16.0,5,166,1.0,1.0,4.0,14.0,166,17,143,61
Ian Gold,6.0,73,221,4.56,33.0,21.0,115.0,6.97,4.19,2000,13.0,2,40,1.0,4.0,9.0,13.0,40,NA,NA,NA
Dan Curley,9.0,76,254,4.63,35.5,17.0,118.0,7.47,4.53,2003,24.0,5,148,0.0,5.0,8.0,119.0,148,NA,NA,NA
Bobby Hart,7.0,77,329,5.61,,,,,,2015,30.0,7,226,0.0,2.0,3.0,5.0,226,23,266,38
Steven Nelson,1.0,70,197,4.49,34.5,19.0,115.0,6.88,4.07,2015,29.0,3,98,1.0,0.0,6.0,51.0,98,16,106,68
Titus Davis,0.0,73,196,4.51,32.5,,119.0,7.14,4.28,2015,NaN,,,NaN,NaN,0.0,92.0,NA,26,165,51
Ryan Mallett,8.0,79,253,5.37,24.0,,103.0,,,2011,19.0,3,74,0.0,7.0,11.0,21.0,74,6,54,82
Adam Muema,2.0,70,202,4.56,,,,,,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Michael Thomas,0.0,75,212,4.57,35.0,18.0,126.0,6.8,4.13,2016,27.0,2,47,0.0,3.0,0.0,2.0,47,5,37,86
Anthony Johnson,5.0,74,308,5.24,24.5,20.0,102.0,7.93,4.83,2014,NaN,,,0.0,5.0,4.0,1.0,NA,16,142,59
Jake Locker,8.0,74,231,4.51,35.0,,120.0,6.77,4.12,2011,10.0,1,8,0.0,7.0,11.0,35.0,8,3,25,90
Moran Norris,15.0,73,250,4.63,31.0,37.0,114.0,7.56,4.5,2001,27.0,4,115,0.0,5.0,1.0,81.0,115,NA,NA,NA
Senio Kelemete,7.0,76,307,5.39,25.0,21.0,101.0,7.77,4.58,2012,11.0,5,151,0.0,2.0,7.0,35.0,151,14,189,49
Jonathan Cooper,7.0,74,311,5.07,27.0,35.0,108.0,7.78,4.84,2013,11.0,1,7,0.0,2.0,7.0,28.0,7,2,10,94
Jesse James,9.0,79,261,4.83,37.5,26.0,121.0,7.53,4.5,2015,6.0,5,160,0.0,6.0,3.0,30.0,62,NA,NA,NA
Jacob Tamme,9.0,75,236,4.58,30.0,18.0,109.0,6.99,4.27,2008,22.0,4,127,0.0,6.0,8.0,54.0,127,10,NA,57
Ali Marpet,7.0,76,307,4.98,30.5,30.0,108.0,7.33,4.47,2015,17.0,2,61,0.0,2.0,7.0,236.0,61,4,83,72
Trenton Thompson,5.0,76,288,5.06,32.5,,111.0,7.68,4.56,2018,NaN,,,NaN,NaN,4.0,7.0,NA,17,169,58
Taywan Taylor,0.0,71,203,4.5,33.5,13.0,132.0,6.57,4.21,2017,10.0,3,72,0.0,3.0,0.0,91.0,72,8,80,76
Morgan Burnett,11.0,73,209,4.51,,16.0,,,,2010,5.0,3,71,1.0,0.0,12.0,44.0,71,7,NA,69
Mike McMahon,8.0,74,207,4.57,37.5,,124.0,7.12,4.12,2001,15.0,5,149,0.0,7.0,11.0,67.0,149,NA,NA,NA
Chase Litton,8.0,77,230,4.9,29.5,,106.0,7.49,4.53,2018,NaN,,,NaN,NaN,11.0,72.0,NA,13,245,44
Greg Senat,4.0,78,302,5.38,26.0,19.0,106.0,7.41,4.71,2018,NaN,,,0.0,2.0,3.0,262.0,212,18,239,45
Derek Smith,9.0,76,271,4.9,28.5,16.0,112.0,7.46,4.38,2002,NaN,,,0.0,2.0,3.0,12.0,165,NA,NA,NA
Jerry Johnson,5.0,72,293,5.03,28.5,26.0,102.0,,,2000,13.0,4,101,1.0,1.0,4.0,5.0,101,NA,NA,NA
Caleb McSurdy,10.0,73,245,4.82,30.0,26.0,110.0,7.26,4.28,2012,14.0,7,222,1.0,4.0,13.0,110.0,222,13,NA,31
Kevin Smith,2.0,73,217,4.53,32.0,,120.0,6.74,4.49,2008,15.0,3,64,1.0,0.0,1.0,70.0,64,9,75,78
JaCorey Shepherd,1.0,71,199,4.62,,14.0,,,,2015,8.0,6,191,1.0,0.0,6.0,81.0,191,17,130,61
Curtis Johnson,6.0,75,242,4.69,26.0,25.0,,,,2008,NaN,,,NaN,NaN,5.0,89.0,81,NA,NA,NA
Brad Cottam,9.0,79,270,4.63,33.0,24.0,,,,2008,29.0,3,76,0.0,6.0,8.0,9.0,76,5,77,77
Jalen Collins,1.0,73,203,4.48,36.0,,124.0,6.77,4.27,2015,21.0,2,42,1.0,0.0,6.0,1.0,42,5,45,85
Marcus Harrison,5.0,75,317,5.06,,26.0,,,,2008,26.0,3,90,1.0,1.0,4.0,21.0,90,4,46,86
Johnny Adams,1.0,70,185,4.48,,16.0,,,,2013,NaN,,,NaN,NaN,6.0,31.0,NA,29,218,48
DeMarco Murray,2.0,72,213,4.37,34.5,21.0,124.0,7.28,4.18,2011,14.0,3,71,0.0,5.0,NaN,NaN,,,,
Jon McGraw,12.0,75,208,4.5,39.5,13.0,126.0,6.51,3.92,2002,25.0,2,57,1.0,0.0,5.0,40.0,57,NA,NA,NA
Rod Taylor,4.0,75,320,5.24,30.5,,99.0,,,2018,NaN,,,0.0,2.0,7.0,36.0,252,22,NA,30
Chad Nkang,12.0,71,220,4.52,36.5,23.0,118.0,7.1,4.34,2007,20.0,7,251,1.0,4.0,9.0,127.0,251,NA,NA,NA
Yannick Cudjoe-Virgil,6.0,74,248,4.8,,25.0,,,,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Philip Wheeler,10.0,74,248,4.76,31.0,24.0,118.0,7.11,4.29,2008,22.0,3,93,1.0,4.0,13.0,44.0,93,4,115,66
Boomer Grigsby,10.0,72,249,4.6,35.5,32.0,112.0,7.1,,2005,29.0,5,138,1.0,4.0,NaN,NaN,,,,
C.J. Fiedorowicz,9.0,77,265,4.76,31.5,25.0,116.0,7.1,4.26,2014,16.0,3,65,0.0,6.0,8.0,23.0,65,5,76,72
Dexter Reid,11.0,71,203,4.56,,,,,,2004,19.0,4,113,1.0,0.0,5.0,28.0,113,22,263,43
Marlin Jackson,1.0,73,198,4.52,36.0,23.0,125.0,6.95,3.96,2005,22.0,1,29,1.0,0.0,5.0,13.0,29,5,29,90
Zebrie Sanders,4.0,78,320,5.33,27.0,28.0,100.0,8.15,4.99,2012,7.0,5,144,0.0,2.0,3.0,5.0,144,8,89,72
Junior Hemingway,0.0,73,225,4.48,35.5,21.0,124.0,6.59,3.98,2012,29.0,7,238,0.0,3.0,0.0,13.0,238,37,249,36
Myron Pryor,5.0,72,319,5.03,30.0,,107.0,8.16,4.75,2009,19.0,6,207,1.0,1.0,4.0,54.0,207,15,161,56
Chris Williams,4.0,78,315,5.13,25.0,21.0,103.0,7.95,4.85,2008,26.0,1,14,1.0,0.0,3.0,75.0,14,2,10,95
Carlos Francis,0.0,69,198,4.33,38.5,,114.0,6.97,4.06,2004,23.0,4,99,0.0,3.0,0.0,63.0,99,30,217,50
Ejuan Price,6.0,71,241,4.84,31.5,20.0,117.0,,4.34,2017,32.0,7,234,1.0,1.0,10.0,39.0,234,11,197,50
Joel Bitonio,7.0,76,302,4.92,32.0,22.0,114.0,7.37,4.44,2014,2.0,2,35,0.0,2.0,3.0,83.0,35,6,31,89
Kyle Wright,8.0,75,218,4.85,25.5,,105.0,7.34,4.32,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
DeVonte Holloman,6.0,73,243,4.76,33.0,15.0,113.0,7.3,4.26,2013,14.0,6,185,1.0,4.0,10.0,24.0,185,8,111,70
Chris Thompson-01,1.0,72,189,4.5,35.0,12.0,117.0,7.09,4.14,2004,20.0,5,150,NaN,NaN,NaN,NaN,,,,
Brandon Lindsey,6.0,74,254,4.85,33.0,23.0,117.0,7.36,4.28,2012,NaN,,,NaN,NaN,10.0,39.0,NA,19,209,43
Terrance Williams,0.0,74,208,4.52,32.5,11.0,119.0,7.01,4.32,2013,14.0,3,74,0.0,3.0,0.0,52.0,74,8,60,81
Sam Rogers,15.0,70,231,4.93,32.0,19.0,114.0,7.27,4.34,2017,32.0,6,206,0.0,5.0,9.0,34.0,64,NA,NA,NA
Terrence McGee,1.0,70,201,4.57,37.0,15.0,126.0,6.88,4.09,2003,7.0,4,111,1.0,0.0,5.0,134.0,111,NA,NA,NA
Chris White,10.0,75,240,4.65,34.0,17.0,115.0,6.95,4.25,2011,7.0,6,169,2.0,9.0,2.0,0.0,246,NA,NA,NA
Steve Slaton,2.0,69,197,4.45,33.5,19.0,118.0,,,2008,16.0,3,89,0.0,5.0,1.0,46.0,89,12,122,65
Pat Devlin,8.0,75,225,4.81,33.0,,116.0,7.08,4.32,2011,NaN,,,NaN,NaN,11.0,116.0,NA,13,256,38
Blake Bortles,8.0,77,232,4.93,32.5,,115.0,7.08,4.21,2014,20.0,1,3,0.0,7.0,11.0,70.0,3,1,18,91
Stephen Anderson,9.0,74,230,4.59,38.0,16.0,119.0,,,2016,NaN,,,NaN,NaN,0.0,25.0,NA,40,252,42
Ryne Robinson,0.0,69,179,4.47,35.0,,123.0,6.71,4.21,2007,9.0,4,118,0.0,3.0,0.0,90.0,118,26,214,46
Eric Joyce,1.0,69,192,4.53,40.5,11.0,115.0,6.81,3.97,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Adrian Clayborn,3.0,75,281,4.78,33.0,,113.0,7.3,4.13,2011,17.0,1,20,1.0,1.0,2.0,23.0,20,9,28,89
David Patterson,5.0,74,285,5.1,32.5,21.0,118.0,7.47,4.43,2007,NaN,,,NaN,NaN,4.0,0.0,NA,22,263,36
Travarous Bain,1.0,72,182,4.43,,10.0,,,,2007,NaN,,,NaN,NaN,6.0,109.0,NA,17,126,66
Cortez Allen,1.0,73,197,4.5,35.5,18.0,129.0,6.76,4.01,2011,6.0,4,128,1.0,0.0,6.0,162.0,128,25,185,51
Willie Ford,1.0,73,195,4.57,34.0,10.0,117.0,7.25,4.33,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
James Williams,0.0,71,180,4.59,36.0,,123.0,7.22,4.16,2000,0.0,6,175,0.0,6.0,1.0,59.0,NA,27,286,41
Holton Hill,1.0,75,200,4.49,31.0,14.0,120.0,6.83,4.15,2018,NaN,,,NaN,NaN,6.0,16.0,NA,8,74,76
Nicholas Williams,5.0,76,309,4.94,33.0,28.0,111.0,7.55,4.65,2013,6.0,7,223,1.0,1.0,4.0,135.0,223,13,137,62
Stevan Ridley,2.0,71,225,4.65,36.0,18.0,118.0,6.78,4.21,2011,19.0,3,73,0.0,5.0,1.0,1.0,73,16,154,59
Jeff Harris,1.0,72,190,4.53,34.5,,114.0,6.73,4.25,2000,NaN,,,1.0,0.0,5.0,7.0,232,NA,NA,NA
David Bobo,7.0,76,290,5.28,31.0,19.0,106.0,7.81,4.89,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Sheldon Richardson,5.0,74,294,5.02,32.0,30.0,116.0,,,2013,25.0,1,13,1.0,1.0,4.0,50.0,13,3,14,93
Tyler Larsen,13.0,76,313,5.17,23.5,36.0,102.0,8.22,4.7,2014,NaN,,,NaN,NaN,14.0,94.0,NA,9,303,32
Brad Lekkerkerker,4.0,79,317,5.36,27.5,23.0,102.0,7.94,4.71,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Devon Still,5.0,77,303,5.01,29.5,26.0,,,,2012,12.0,2,53,1.0,1.0,4.0,15.0,53,5,33,89
Jamar Martin,15.0,71,245,4.89,32.0,23.0,108.0,7.53,4.34,2002,14.0,4,129,0.0,5.0,1.0,2.0,129,NA,NA,NA
T.J. Hollowell,6.0,72,235,4.64,33.5,,117.0,7.14,4.09,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Victor Bolden Jr.,0.0,68,178,4.54,32.0,9.0,117.0,6.83,4.22,2017,NaN,,,NaN,NaN,NaN,NaN,,,,
Kevin Reddick,10.0,73,243,4.72,,23.0,113.0,,,2013,NaN,,,NaN,NaN,13.0,28.0,NA,4,91,74
Keenan Clayton,6.0,73,229,4.59,41.5,27.0,124.0,,,2010,8.0,4,121,1.0,4.0,10.0,10.0,121,33,NA,30
Corey Webster,1.0,72,199,4.5,,9.0,,,,2005,30.0,2,43,1.0,0.0,5.0,1.0,43,9,56,84
Jabari Issa,5.0,77,296,5.05,31.5,19.0,105.0,7.69,4.72,2000,11.0,6,176,1.0,1.0,4.0,35.0,176,NA,NA,NA
Vadal Alexander,4.0,77,326,5.57,24.0,25.0,95.0,8.04,4.9,2016,23.0,7,234,0.0,2.0,7.0,1.0,234,9,150,59
Blidi Wreh-Wilson,1.0,73,195,4.53,36.0,14.0,128.0,6.97,4.12,2013,10.0,3,70,1.0,0.0,6.0,61.0,70,6,51,85
McKinley Boykin,5.0,73,289,5.01,30.5,30.0,109.0,,4.75,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Duke Dawson,1.0,70,208,4.46,,15.0,,,,2018,NaN,,,1.0,0.0,6.0,4.0,56,7,70,77
Kenny McKinley,0.0,72,189,4.37,37.0,,113.0,6.96,4.1,2009,13.0,5,141,0.0,3.0,0.0,24.0,141,22,173,54
Lonyae Miller,2.0,71,221,4.43,36.5,26.0,120.0,7.2,4.54,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Greg Isdaner,7.0,75,325,5.28,27.0,24.0,92.0,7.96,5.07,2009,NaN,,,NaN,NaN,7.0,46.0,NA,8,169,54
Cameron Erving,13.0,77,313,5.15,30.5,30.0,112.0,7.48,4.63,2015,2.0,1,19,0.0,2.0,18.0,5.0,19,1,16,90
Trevor Reilly,6.0,77,245,4.67,,26.0,,,,2014,25.0,7,233,1.0,4.0,10.0,32.0,233,32,NA,30
Snoop Minnis,0.0,73,171,4.57,37.5,,115.0,7.06,4.07,2001,29.0,3,77,0.0,3.0,NaN,NaN,,,,
Zack Sanchez,1.0,71,185,4.5,35.5,19.0,116.0,,,2016,9.0,5,141,1.0,0.0,6.0,10.0,141,18,124,66
Chase Roullier,13.0,76,312,5.54,26.5,19.0,97.0,7.6,4.47,2017,28.0,6,199,0.0,2.0,18.0,103.0,199,6,195,51
David Thomas,9.0,75,252,4.67,37.5,19.0,113.0,7.05,4.34,2006,19.0,3,86,0.0,6.0,NaN,NaN,,,,
Brandon Winey,4.0,78,301,5.3,,,,,,2001,18.0,6,164,0.0,2.0,3.0,1.0,164,NA,NA,NA
Ron Johnson,0.0,74,225,4.7,34.5,,118.0,7.12,4.02,2002,1.0,4,123,0.0,3.0,5.0,145.0,22,NA,NA,NA
Deryck Toles,6.0,72,224,4.58,37.0,24.0,112.0,7.12,4.23,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Cody Spencer,10.0,74,242,4.65,34.5,27.0,116.0,6.94,4.08,2004,23.0,6,182,1.0,4.0,9.0,210.0,182,9,185,56
Eddie Vanderdoes,5.0,75,305,4.99,28.5,28.0,111.0,7.69,4.39,2017,23.0,3,88,1.0,1.0,4.0,27.0,88,14,149,61
Omar Smith,7.0,74,293,5.33,30.0,21.0,98.0,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Travelle Wharton,4.0,76,312,5.14,31.5,,105.0,8.31,4.58,2004,9.0,3,94,0.0,2.0,3.0,24.0,94,6,63,80
Donnie Ernsberger,2.0,75,241,4.78,31.0,15.0,114.0,7.09,4.34,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Alphonso Hodge,1.0,71,203,4.44,34.0,20.0,,,3.99,2005,NaN,,,1.0,0.0,5.0,90.0,147,20,194,55
Tashard Choice,2.0,70,215,4.48,34.0,20.0,119.0,6.88,,2008,14.0,4,122,0.0,5.0,1.0,44.0,122,10,101,70
DaJohn Harris,5.0,75,306,4.97,,,,,,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Ryan Plackemeier,14.0,75,253,5.2,,,,,,2006,0.0,7,239,2.0,8.0,15.0,62.0,239,1,NA,49
Shonn Greene,2.0,70,227,4.55,37.0,19.0,121.0,7.1,4.4,2009,25.0,3,65,0.0,5.0,NaN,NaN,,,,
James Allen,6.0,75,240,4.62,38.0,24.0,126.0,7.59,4.21,2002,27.0,3,82,1.0,4.0,9.0,51.0,82,NA,NA,NA
Rex Burkhead,2.0,70,214,4.73,39.0,21.0,125.0,6.85,4.09,2013,12.0,6,190,0.0,5.0,1.0,19.0,190,25,NA,36
Willie Henry,5.0,75,303,5.0,30.5,28.0,110.0,7.57,4.53,2016,1.0,4,132,1.0,1.0,4.0,13.0,132,12,70,78
Christian Covington,5.0,74,289,4.9,,,,,,2015,16.0,6,216,1.0,1.0,4.0,112.0,216,12,148,55
Brandon Bolden,2.0,71,222,4.55,38.0,21.0,119.0,6.96,4.44,2012,NaN,,,NaN,NaN,1.0,36.0,NA,19,221,41
Taurean Henderson,2.0,69,204,4.62,32.5,,112.0,7.01,4.4,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Joe McKnight,2.0,71,198,4.4,36.5,18.0,120.0,,,2010,25.0,4,112,0.0,5.0,1.0,3.0,112,6,72,77
Jason Shivers,11.0,72,201,4.51,36.0,19.0,128.0,,,2004,24.0,5,158,1.0,0.0,5.0,29.0,158,7,105,69
Nate Swift,0.0,73,203,4.63,35.5,12.0,110.0,6.78,4.24,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Markus Golden,6.0,74,260,4.9,,,,,,2015,11.0,2,58,1.0,1.0,2.0,50.0,58,8,75,77
Darnell Bing,12.0,74,227,4.53,34.0,17.0,120.0,7.25,4.07,2006,23.0,4,101,1.0,0.0,9.0,3.0,101,4,56,84
Brent McCaffrey,7.0,76,282,5.2,,,,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
T.J. Turner,10.0,75,273,4.8,,,,,,2001,19.0,7,239,1.0,4.0,4.0,78.0,81,NA,NA,NA
Byron Jones,1.0,73,199,4.43,44.5,,147.0,6.78,3.94,2015,14.0,1,27,1.0,0.0,6.0,61.0,27,4,37,88
Jay Cutler,8.0,75,226,4.77,,23.0,,7.1,4.26,2006,13.0,1,11,0.0,7.0,11.0,75.0,11,3,11,96
Shaun McDonald,0.0,68,169,4.43,,,,,,2003,24.0,4,106,0.0,3.0,0.0,29.0,106,NA,NA,NA
Jon Cornish,2.0,71,206,4.62,34.0,,118.0,7.09,,2007,NaN,,,NaN,NaN,1.0,81.0,NA,20,244,39
J.T. Surratt,5.0,73,304,5.19,30.0,29.0,106.0,7.78,4.71,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Polk,2.0,70,215,4.52,31.5,,111.0,7.13,4.21,2012,NaN,,,NaN,NaN,1.0,35.0,NA,7,86,72
Stanley Wilson,1.0,72,185,4.36,39.5,14.0,125.0,,,2005,15.0,3,72,1.0,0.0,5.0,20.0,72,12,70,79
Larry Johnson,2.0,73,228,4.45,,19.0,,,,2003,29.0,1,27,0.0,5.0,1.0,15.0,27,NA,NA,NA
Rashad Johnson,11.0,71,203,4.49,37.0,15.0,120.0,7.09,4.23,2009,11.0,3,95,1.0,0.0,12.0,6.0,95,2,43,86
Chris Samuels,4.0,77,325,5.08,,,,,,2000,28.0,1,3,0.0,5.0,3.0,6.0,3,NA,NA,NA
Trey Quinn,0.0,71,203,4.55,33.5,17.0,116.0,6.91,4.19,2018,NaN,,,0.0,3.0,0.0,100.0,256,20,153,61
DeMario Minter,1.0,71,190,4.52,38.5,10.0,131.0,6.87,4.1,2006,2.0,5,152,1.0,0.0,5.0,7.0,152,13,99,71
Jamel Hamler,0.0,73,193,4.59,32.0,4.0,112.0,7.16,4.18,2011,NaN,,,NaN,NaN,0.0,56.0,NA,35,272,36
Tyler Jones,16.0,73,201,5.05,,,,,,2005,NaN,,,NaN,NaN,7.0,43.0,NA,18,288,40
Kevin Williams,3.0,77,304,4.81,30.0,23.0,112.0,7.66,5.04,2003,3.0,1,9,1.0,1.0,4.0,33.0,9,NA,NA,NA
Doug Datish,13.0,76,302,5.13,26.0,31.0,102.0,7.51,4.65,2007,21.0,6,198,0.0,2.0,14.0,2.0,198,4,132,64
Alex Holmes,9.0,74,265,5.04,,18.0,,,,2005,NaN,,,NaN,NaN,8.0,0.0,NA,5,125,68
Matt Slauson,7.0,77,316,5.26,34.0,,110.0,7.86,4.86,2009,25.0,6,193,0.0,2.0,7.0,19.0,193,10,185,51
Mike Martin,5.0,73,306,4.8,33.5,36.0,113.0,7.19,4.25,2012,10.0,3,82,0.0,3.0,4.0,13.0,82,10,75,78
David Johnson-01,15.0,73,260,4.73,32.5,21.0,113.0,7.28,4.43,2009,6.0,7,241,NaN,NaN,NaN,NaN,,,,
Richard Seymour,5.0,78,299,4.95,,,,,,2001,19.0,1,6,1.0,1.0,4.0,7.0,6,NA,NA,NA
Ty Warren,5.0,77,307,5.1,,27.0,,,,2003,19.0,1,13,1.0,1.0,2.0,17.0,13,NA,NA,NA
Josh Allen,8.0,77,237,4.75,33.5,,119.0,6.9,4.4,2018,NaN,,,0.0,7.0,11.0,103.0,7,3,10,92
Will Baumann,14.0,78,187,5.14,,,,,,2015,NaN,,,NaN,NaN,15.0,43.0,NA,2,304,33
Eric Tomlinson,9.0,78,263,4.98,30.5,19.0,110.0,7.46,4.54,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Chad Simpson,2.0,69,216,4.4,32.5,,124.0,,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Matthew Dayes,2.0,69,205,4.47,28.0,18.0,109.0,,,2017,2.0,7,252,0.0,5.0,1.0,43.0,252,11,140,63
Aric Morris,12.0,69,211,4.56,,24.0,,,,2000,10.0,5,135,1.0,0.0,5.0,31.0,135,NA,NA,NA
Dylan Breeding,14.0,73,213,4.74,29.0,11.0,110.0,,,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Shane Lechler,14.0,74,234,,,,,,,2000,23.0,5,142,2.0,8.0,15.0,17.0,142,NA,NA,NA
Jaquiski Tartt,12.0,73,221,4.53,,,124.0,,,2015,4.0,2,46,1.0,0.0,12.0,135.0,46,5,99,69
Taylor Mehlhaff,16.0,70,183,4.92,,13.0,,,,2008,27.0,6,178,2.0,9.0,17.0,42.0,178,4,NA,34
Adamm Oliver,3.0,76,268,4.84,,29.0,,,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Ben Moffitt,10.0,73,234,4.58,32.5,23.0,123.0,6.75,4.21,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Adrian Taylor,5.0,75,311,5.22,,34.0,,,,2011,NaN,,,NaN,NaN,NaN,NaN,,,,
Cameron Clear,4.0,77,277,4.98,32.0,,108.0,7.52,4.48,2015,NaN,,,NaN,NaN,8.0,17.0,NA,20,295,34
Daniel Thomas,2.0,72,230,4.62,,21.0,,,,2011,18.0,2,62,1.0,0.0,12.0,18.0,157,NA,NA,NA
